link_id,from_node,to_node,type,length_miles,capacity_dry_vehph,capacity_flood_vehph,t0_dry_min,t0_flood_min,is_closed,station_id,source_init_node_label,source_term_node_label,source_edge_type,source_flood_depth_mm,source_flood_affected,source_retain_in_flood_network,source_capacity,source_capacity_raw_vehph,inferred_lanes,capacity_per_lane_vehph,modeled_capacity_dry_vehph,source_length_miles,source_free_flow_time_file_min,source_free_flow_time_min,computed_free_flow_time_min,source_speed_mph,nominal_speed_kmh,flood_safe_speed_kmh,operational_speed_flood_kmh,flood_capacity_retention_ratio,computed_flood_free_flow_time_min,active_in_scenario,total_flow_veh_per_period,ev_flow_veh_per_period,non_ev_flow_veh_per_period,travel_time_min,total_vehicle_min,ev_vehicle_min,non_ev_vehicle_min
CRL000045,45,10337,road,0.5,9500.0,5357.999999999999,1.2,1.5453361756063835,0,,45,10337,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.5,0.0,1.2,1.2,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,1.5453361756063835,1,2475.81,0.0,2475.81,1.2000102509075343,2970.9973792993824,0.0,2970.9973792993824
CRL000046,46,10338,road,0.5,9500.0,5357.999999999999,1.2,1.5453361756063835,0,,46,10338,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.5,0.0,1.2,1.2,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,1.5453361756063835,1,3871.738340039999,136.98834003999997,3734.749999999999,1.2000613079876945,4646.323376534507,164.39440652746543,4481.928970007041
CRL000047,47,10339,road,0.43,9500.0,5357.999999999999,1.032,1.32898911102149,0,,47,10339,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.43,0.0,1.032,1.032,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,1.32898911102149,1,4098.77,0.0,4098.77,1.03206622252129,4230.202070883588,0.0,4230.202070883588
CRL000048,48,10340,road,0.5,9500.0,5357.999999999999,1.2,1.5453361756063835,0,,48,10340,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.5,0.0,1.2,1.2,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,1.5453361756063835,1,2101.33,0.0,2101.33,1.2000053194913674,2521.607178006795,0.0,2521.607178006795
CRL000049,49,10341,road,0.5,9500.0,5357.999999999999,1.2,1.5453361756063835,0,,49,10341,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.5,0.0,1.2,1.2,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,1.5453361756063835,1,3610.7539511300006,92.69395113,3518.0600000000004,1.2000463750772103,4333.072190349272,111.23704004514059,4221.835150304131
CRL000050,50,10342,road,0.5,9500.0,4835.5,1.2,2.824940950465795,0,,50,10342,road_original,177.8,1,1,100000.0,100000.0,5,1900.0,9500.0,0.5,0.0,1.2,1.2,25.0,40.2336,17.090736000000007,17.090736000000007,0.509,2.824940950465795,1,4656.849999999999,0.0,4656.849999999999,1.2001283104600544,5588.817522565903,0.0,5588.817522565903
CRL000051,51,10343,road,0.5,9500.0,5357.999999999999,1.2,1.5453361756063835,0,,51,10343,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.5,0.0,1.2,1.2,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,1.5453361756063835,1,1841.54,0.0,1841.54,1.2000031377453264,2209.8537782835283,0.0,2209.8537782835283
CRL000052,52,10344,road,0.5,9500.0,4835.5,1.2,2.824940950465795,0,,52,10344,road_original,177.8,1,1,100000.0,100000.0,5,1900.0,9500.0,0.5,0.0,1.2,1.2,25.0,40.2336,17.090736000000007,17.090736000000007,0.509,2.824940950465795,1,2545.5680450300006,281.13804503000006,2264.4300000000003,1.2000114559710455,3054.710815989819,337.36887474530374,2717.341941244515
CRL000053,53,10345,road,0.52,9500.0,5357.999999999999,1.2480000000000002,1.607149622630639,0,,53,10345,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.52,0.0,1.2480000000000002,1.2480000000000002,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,1.607149622630639,1,3147.6800000000003,0.0,3147.6800000000003,1.2480278540725733,3928.392315707158,0.0,3928.392315707158
CRL000054,54,4051,road,0.12,9500.0,5357.999999999999,0.288,0.370880682145532,0,,54,4051,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.12,0.0,0.288,0.288,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,0.370880682145532,1,502.98,0.0,502.98,0.2880000041908987,144.85824210793825,0.0,144.85824210793825
CRL000055,55,2447,road,0.12,9500.0,5357.999999999999,0.288,0.370880682145532,0,,55,2447,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.12,0.0,0.288,0.288,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,0.370880682145532,1,640.3600000000001,0.0,640.3600000000001,0.2880000110103491,184.4236870505872,0.0,184.4236870505872
CRL000056,56,4053,road,0.12,9500.0,5357.999999999999,0.288,0.370880682145532,0,,56,4053,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.12,0.0,0.288,0.288,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,0.370880682145532,1,525.6200000000001,0.0,525.6200000000001,0.28800000499794914,151.37856262702206,0.0,151.37856262702206
CRL000057,57,4056,road,0.12,9500.0,5357.999999999999,0.288,0.370880682145532,0,,57,4056,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.12,0.0,0.288,0.288,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,0.370880682145532,1,315.0,0.0,315.0,0.28800000064468345,90.72000020307529,0.0,90.72000020307529
CRL000058,58,4065,road,0.13,9500.0,5357.999999999999,0.31200000000000006,0.40178740565765975,0,,58,4065,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.13,0.0,0.31200000000000006,0.31200000000000006,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,0.40178740565765975,1,913.79,0.0,913.79,0.31200004945976145,285.1025251958354,0.0,285.1025251958354
CRL000059,59,2462,road,0.13,9500.0,5357.999999999999,0.31200000000000006,0.40178740565765975,0,,59,2462,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.13,0.0,0.31200000000000006,0.31200000000000006,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,0.40178740565765975,1,783.71222539,173.69222538999998,610.02,0.31200002676041844,244.51823529414708,54.191978969756626,190.32625632439044
CRL000060,60,4100,road,0.3,9500.0,0.0,0.72,inf,1,,60,4100,road_original,0.0,0,0,100000.0,100000.0,5,1900.0,9500.0,0.3,0.0,0.72,0.72,25.0,40.2336,40.2336,40.2336,1.0,inf,1,0.0,0.0,0.0,0.72,0.0,0.0,0.0
CRL000061,61,10352,road,0.13,9500.0,5357.999999999999,0.31200000000000006,0.40178740565765975,0,,61,10352,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.13,0.0,0.31200000000000006,0.31200000000000006,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,0.40178740565765975,1,161.14000000000001,0.0,161.14000000000001,0.3120000000478278,50.275680007706974,0.0,50.275680007706974
CRL000062,62,7517,road,0.13,9500.0,5357.999999999999,0.31200000000000006,0.40178740565765975,0,,62,7517,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.13,0.0,0.31200000000000006,0.31200000000000006,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,0.40178740565765975,1,169.79999999999998,0.0,169.79999999999998,0.31200000005896816,52.977600010012786,0.0,52.977600010012786
CRL000063,63,9339,road,0.13,9500.0,5357.999999999999,0.31200000000000006,0.40178740565765975,0,,63,9339,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.13,0.0,0.31200000000000006,0.31200000000000006,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,0.40178740565765975,1,479.38,0.0,479.38,0.3120000037461578,149.5665617958331,0.0,149.5665617958331
CRL000064,64,10353,road,0.13,9500.0,5357.999999999999,0.31200000000000006,0.40178740565765975,0,,64,10353,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.13,0.0,0.31200000000000006,0.31200000000000006,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,0.40178740565765975,1,396.05100057999994,65.39100058,330.65999999999997,0.31200000174530323,123.56791287218907,20.401992295087123,103.16592057710196
CRL000065,65,10354,road,0.15,9500.0,5357.999999999999,0.36,0.4636008526819151,0,,65,10354,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.15,0.0,0.36,0.36,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,0.4636008526819151,1,1189.0600000000002,0.0,1189.0600000000002,0.3600001636173666,428.06179455086595,0.0,428.06179455086595
CRL000066,66,9912,road,0.15,9500.0,5357.999999999999,0.36,0.4636008526819151,0,,66,9912,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.15,0.0,0.36,0.36,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,0.4636008526819151,1,865.65,0.0,865.65,0.36000004596038443,311.6340397856068,0.0,311.6340397856068
CRL000067,67,4726,road,0.12,9500.0,5357.999999999999,0.288,0.370880682145532,0,,67,4726,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.12,0.0,0.288,0.288,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,0.370880682145532,1,103.44,0.0,103.44,0.2880000000074964,29.79072000077543,0.0,29.79072000077543
CRL000068,68,9340,road,0.12,9500.0,5357.999999999999,0.288,0.370880682145532,0,,68,9340,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.12,0.0,0.288,0.288,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,0.370880682145532,1,127.53,0.0,127.53,0.2880000000173202,36.72864000220884,0.0,36.72864000220884
CRL000069,69,2547,road,0.12,9500.0,5357.999999999999,0.288,0.370880682145532,0,,69,2547,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.12,0.0,0.288,0.288,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,0.370880682145532,1,619.5899999999999,0.0,619.5899999999999,0.2880000096498799,178.44192597896904,0.0,178.44192597896904
CRL000070,70,2548,road,0.12,9500.0,5357.999999999999,0.288,0.370880682145532,0,,70,2548,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.12,0.0,0.288,0.288,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,0.370880682145532,1,604.8999999999999,0.0,604.8999999999999,0.2880000087667504,174.2112053030073,0.0,174.2112053030073
CRL000071,71,10357,road,0.13,9500.0,5357.999999999999,0.31200000000000006,0.40178740565765975,0,,71,10357,road_original,127.0,1,1,100000.0,100000.0,5,1900.0,9500.0,0.13,0.0,0.31200000000000006,0.31200000000000006,25.0,40.2336,31.242600000000003,31.242600000000003,0.564,0.40178740565765975,1,1296.10336595,63.98336595,1232.12,0.31200020018197383,404.3845096329301,19.96282298471649,384.42168664821355
