rank_within_available_evaluations,mode,source,repair_cost_usd,budget_remaining_usd,repaired_station_count,repaired_stations,repaired_road_component_count,served_total,served_ev,served_non_ev,finite_system_time_min,physical_in_vehicle_time_min,physical_wait_vehicle_min,physical_service_vehicle_min,unstable_station_entries,potential_total,potential_ev,ev_completion_target,ev_target_shortfall,ev_target_rate,ev_target_feasible,completion_shortfall,completion_rate,completion_feasible,queue_feasible,hard_feasible,feasibility_violation,max_station_utilization,station_utilization_violation,unstable_station_count,nonfinite_wait_station_count
11,focus_dc47a93de1,BIHMH gen 30 focus / mip_intensify,14999955.84,44.16000000014901,4,C2;C4;C5;C7,927,231841.58225536,10007.332255360006,221834.25,6477720.326959345,6458904.652360105,93.38659638581,18722.28800285382,0.0,231891.09353979,10056.84353979,9960.846613081892,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.832885096502537,0.0,0,0
12,focus_dc47a93de1,BIHMH gen 30 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,928,231841.58225536,10007.332255360006,221834.25,6478267.989905404,6459451.93259547,92.90299994337802,18723.154309991114,0.0,231891.09353979,10056.84353979,9960.846613081892,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8326804050113884,0.0,0,0
13,focus_1392cdb628,BIHMH gen 1 focus / remove_fix,14999977.36,22.640000000596046,3,C2;C5;C7,2589,235533.58653284246,9804.416532842466,225729.16999999998,6479289.328535985,6460604.014367094,75.44393521427398,18609.870233676236,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8246224089567415,0.0,0,0
14,focus_e7be6f1179,BIHMH gen 10 focus / crossover_fix,14999704.8,295.19999999925494,4,C1;C4;C5;C7,1840,233963.548714135,10059.86871413499,223903.68,6482271.413663361,6463882.929757263,68.11157179512361,18320.372334303294,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8207632254744024,0.0,0,0
15,focus_1392cdb628,BIHMH gen 6 focus / remove_fix,14999977.36,22.640000000596046,3,C2;C5;C7,2592,235533.58653284246,9804.416532842466,225729.16999999998,6483082.451101808,6464398.969082359,75.54721205112908,18607.934807397767,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8246744467757847,0.0,0,0
16,focus_1392cdb628,BIHMH gen 5 focus / crossover_fix,14999757.120000001,242.87999999895692,3,C2;C5;C7,2307,235533.58653284246,9804.416532842466,225729.16999999998,6488232.278886467,6469546.965816548,66.39021398830857,18618.922855930014,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8196527807098937,0.0,0,0
17,focus_e7be6f1179,BIHMH gen 17 focus / remove_fix,14999863.44,136.56000000052154,5,C1;C2;C4;C5;C7,2221,233963.548714135,10059.86871413499,223903.68,6495017.984829049,6476638.272153294,73.00070894064899,18306.71196681489,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8234290060865521,0.0,0,0
18,focus_e7be6f1179,BIHMH gen 18 focus / add_fix,14999863.44,136.56000000052154,5,C1;C2;C4;C5;C7,2218,233963.548714135,10059.86871413499,223903.68,6495517.693376556,6477137.9831497725,73.00639314764777,18306.703833636173,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8234320008494941,0.0,0,0
19,focus_e7be6f1179,BIHMH gen 16 focus / mip_intensify,14999863.44,136.56000000052154,5,C1;C2;C4;C5;C7,2212,233963.548714135,10059.86871413499,223903.68,6496874.65808187,6478495.000411605,73.00994382783102,18306.647726436175,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8234338750150364,0.0,0,0
20,focus_e7be6f1179,BIHMH gen 16 focus / crossover_fix,14999515.36,484.64000000059605,4,C2;C4;C5;C7,1778,233963.548714135,10059.86871413499,223903.68,6498027.995422348,6479674.121009654,70.37576074348917,18283.498651950675,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8220196880529903,0.0,0,0
21,focus_1392cdb628,BIHMH gen 6 focus / crossover_fix,14999536.88,463.11999999918044,3,C2;C5;C7,2264,235533.58653284246,9804.416532842466,225729.16999999998,6502722.761804736,6484036.013245115,73.51703871699516,18613.231520904177,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.823616596919383,0.0,0,0
22,focus_8579b13168,BIHMH gen 22 focus / add_fix,14999863.44,136.56000000052154,5,C1;C2;C4;C5;C7,2222,233155.99789598747,10232.557895987477,222923.44,6504655.157670464,6484876.688373641,195.51522757086715,19582.954069252482,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8618095552651134,0.0,0,0
23,focus_8579b13168,BIHMH gen 24 focus / mip_intensify,14999643.2,356.80000000074506,5,C1;C2;C4;C5;C7,2222,233155.99789598747,10232.557895987477,222923.44,6505488.525739429,6485710.010548881,195.51250145525722,19583.002689092635,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8618091613065513,0.0,0,0
24,focus_8579b13168,BIHMH gen 28 focus / add_fix,14999863.44,136.56000000052154,5,C1;C2;C4;C5;C7,2228,233155.99789598747,10232.557895987477,222923.44,6505545.7524716575,6485767.35203758,195.28131943916915,19583.119114637906,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.861758989376716,0.0,0,0
25,focus_e7be6f1179,BIHMH gen 16 focus / remove_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1039,233963.548714135,10059.86871413499,223903.68,6506651.349051957,6488296.857048593,71.88523510100913,18282.606768262227,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8228363528754814,0.0,0,0
26,focus_e7be6f1179,BIHMH gen 10 focus / remove_fix,14999576.96,423.03999999910593,3,C4;C5;C7,1039,233963.548714135,10059.86871413499,223903.68,6506813.038467552,6488458.921936752,70.97527379815646,18283.14125700148,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8223458746263821,0.0,0,0
27,focus_e7be6f1179,BIHMH gen 14 focus / swap_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1039,233963.548714135,10059.86871413499,223903.68,6506942.628187183,6488588.7450736035,70.95435479390717,18282.92875878612,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8223344877627834,0.0,0,0
28,focus_8579b13168,BIHMH gen 20 focus / mip_intensify,14999863.44,136.56000000052154,5,C1;C2;C4;C5;C7,2220,233155.99789598747,10232.557895987477,222923.44,6507013.540284994,6487234.882712338,195.45409177637475,19583.203480879547,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.861797098363329,0.0,0,0
29,focus_e7be6f1179,BIHMH gen 10 focus / swap_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1040,233963.548714135,10059.86871413499,223903.68,6507135.881942643,6488781.948206924,71.10198055660128,18282.83175516251,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8224144830081903,0.0,0,0
30,focus_e7be6f1179,BIHMH gen 13 focus / remove_fix,14999576.96,423.03999999910593,3,C4;C5;C7,1039,233963.548714135,10059.86871413499,223903.68,6507403.9364444595,6489049.8363951,70.99589234592118,18283.104157013917,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.822357047080218,0.0,0,0
31,focus_e7be6f1179,BIHMH gen 10 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1040,233963.548714135,10059.86871413499,223903.68,6507707.643892753,6489353.723438449,70.96786164151727,18282.95259266251,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8223418190217353,0.0,0,0
32,focus_e7be6f1179,BIHMH gen 11 focus / swap_fix,14999576.96,423.03999999910593,3,C4;C5;C7,1040,233963.548714135,10059.86871413499,223903.68,6507763.601563674,6489409.543699395,70.95042882605038,18283.107435453217,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8223323890354287,0.0,0,0
33,focus_e7be6f1179,BIHMH gen 15 focus / remove_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1040,233963.548714135,10059.86871413499,223903.68,6507780.27408992,6489426.206820773,70.94036338081874,18283.126905766618,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.822326934218966,0.0,0,0
34,focus_8579b13168,BIHMH gen 26 focus / add_fix,14999422.96,577.0399999991059,5,C1;C2;C4;C5;C7,2221,233155.99789598747,10232.557895987477,222923.44,6508073.3456337,6488294.868057638,195.55002072521182,19582.927555335245,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8618170900963129,0.0,0,0
35,focus_e7be6f1179,BIHMH gen 15 focus / swap_fix,14999576.96,423.03999999910593,3,C4;C5;C7,1038,233963.548714135,10059.86871413499,223903.68,6508426.397973702,6490072.442145243,71.10537171090516,18282.850456748063,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8224163232036164,0.0,0,0
36,focus_e7be6f1179,BIHMH gen 14 focus / swap_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1041,233963.548714135,10059.86871413499,223903.68,6508633.636007452,6490279.619736357,70.82186170857847,18283.194409386735,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8222625937034862,0.0,0,0
37,focus_e7be6f1179,BIHMH gen 14 focus / swap_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1041,233963.548714135,10059.86871413499,223903.68,6509460.327606329,6491106.149362502,70.90114091858307,18283.277102907734,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8223056742545365,0.0,0,0
38,focus_e7be6f1179,BIHMH gen 11 focus / swap_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1040,233963.548714135,10059.86871413499,223903.68,6509663.3660996435,6491309.2025417145,70.92797249224009,18283.23558543741,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8223202350198451,0.0,0,0
39,focus_e7be6f1179,BIHMH gen 18 focus / crossover_fix,14999576.96,423.03999999910593,3,C4;C5;C7,1119,233963.548714135,10059.86871413499,223903.68,6509741.709364552,6491386.12068004,69.29131806504556,18286.297366447077,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.821422834451898,0.0,0,0
40,focus_e7be6f1179,BIHMH gen 17 focus / swap_fix,14999576.96,423.03999999910593,3,C4;C5;C7,1065,233963.548714135,10059.86871413499,223903.68,6510553.483080848,6492199.515342131,70.85895689860887,18283.108781818737,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8222827360717914,0.0,0,0
41,focus_e7be6f1179,BIHMH gen 13 focus / crossover_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1003,233963.548714135,10059.86871413499,223903.68,6511098.099136214,6492743.890201233,69.60929129384976,18284.59964368693,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8215985083657761,0.0,0,0
42,focus_e7be6f1179,BIHMH gen 17 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1066,233963.548714135,10059.86871413499,223903.68,6512047.897029463,6493693.309129792,71.66808764746673,18282.9198120237,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.822719881305318,0.0,0,0
43,focus_e7be6f1179,BIHMH gen 14 focus / crossover_fix,14999576.96,423.03999999910593,3,C4;C5;C7,1049,233963.548714135,10059.86871413499,223903.68,6512629.53239149,6494274.339040578,69.54705085847903,18285.64630005327,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8215643205269759,0.0,0,0
44,focus_e7be6f1179,BIHMH gen 19 focus / add_fix,14999356.72,643.2799999993294,3,C4;C5;C7,1065,233963.548714135,10059.86871413499,223903.68,6513231.591991366,6494877.170513939,71.65738345228027,18282.764093974183,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8227140983376294,0.0,0,0
45,focus_e7be6f1179,BIHMH gen 17 focus / crossover_fix,14999576.96,423.03999999910593,3,C4;C5;C7,1161,233963.548714135,10059.86871413499,223903.68,6513302.960801977,6494947.707338859,69.69006346062118,18285.563399656792,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8216433113044049,0.0,0,0
46,focus_8579b13168,BIHMH gen 23 focus / crossover_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1116,233155.99789598747,10232.557895987477,222923.44,6514752.622966974,6495012.55932843,176.9331295929196,19563.130508950817,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8575476392871306,0.0,0,0
47,focus_e7be6f1179,BIHMH gen 11 focus / swap_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1024,233963.548714135,10059.86871413499,223903.68,6515586.399167641,6497232.830469545,67.53330822369938,18286.035389872424,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8204356234209078,0.0,0,0
48,focus_e7be6f1179,BIHMH gen 15 focus / crossover_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1025,233963.548714135,10059.86871413499,223903.68,6515618.974959722,6497263.7480533775,69.3646242433607,18285.862282101145,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8214633840663268,0.0,0,0
49,focus_e7be6f1179,BIHMH gen 16 focus / swap_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1026,233963.548714135,10059.86871413499,223903.68,6515625.600714801,6497270.356480211,69.36014858677952,18285.88408600328,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8214609073065814,0.0,0,0
50,focus_e7be6f1179,BIHMH gen 12 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1024,233963.548714135,10059.86871413499,223903.68,6515733.947476166,6497379.240835481,70.28764975515942,18284.418990929556,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8219714775195777,0.0,0,0
51,focus_e7be6f1179,BIHMH gen 11 focus / remove_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1026,233963.548714135,10059.86871413499,223903.68,6516037.794082323,6497682.553413143,69.34525222387468,18285.895416955627,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8214526527741766,0.0,0,0
52,focus_e7be6f1179,BIHMH gen 14 focus / remove_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1027,233963.548714135,10059.86871413499,223903.68,6516118.93705752,6497763.69459977,69.35733876980252,18285.885118981063,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8214593509645903,0.0,0,0
53,focus_e7be6f1179,BIHMH gen 11 focus / remove_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1024,233963.548714135,10059.86871413499,223903.68,6516124.808156072,6497770.058603206,70.28106056104592,18284.468492305557,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8219678792140073,0.0,0,0
54,focus_e7be6f1179,BIHMH gen 11 focus / swap_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1022,233963.548714135,10059.86871413499,223903.68,6516324.400615564,6497969.708648489,70.23021985044846,18284.461747224468,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8219400376922218,0.0,0,0
55,focus_e7be6f1179,BIHMH gen 14 focus / remove_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1025,233963.548714135,10059.86871413499,223903.68,6516372.487334163,6498017.419857649,69.54831128808004,18285.519165225673,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8215649901394226,0.0,0,0
56,focus_e7be6f1179,BIHMH gen 10 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1027,233963.548714135,10059.86871413499,223903.68,6516579.568370103,6498224.298145982,69.45761339087909,18285.81261072928,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8215148740883951,0.0,0,0
57,focus_e7be6f1179,BIHMH gen 14 focus / swap_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1028,233963.548714135,10059.86871413499,223903.68,6516732.371673602,6498377.1865566075,69.37951757057029,18285.805599424035,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8214716268233465,0.0,0,0
58,focus_e7be6f1179,BIHMH gen 11 focus / remove_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1024,233963.548714135,10059.86871413499,223903.68,6516865.388675691,6498511.813553736,67.44584397831473,18286.12927797727,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8203859024685023,0.0,0,0
59,focus_e7be6f1179,BIHMH gen 14 focus / add_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1010,233963.548714135,10059.86871413499,223903.68,6516942.359788348,6498588.701763975,67.43617237750303,18286.221851995142,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8203804166049792,0.0,0,0
60,focus_e7be6f1179,BIHMH gen 13 focus / add_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1024,233963.548714135,10059.86871413499,223903.68,6517128.235580499,6498774.891401067,67.5542424910144,18285.78993694138,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8204474676138291,0.0,0,0
61,focus_e7be6f1179,BIHMH gen 11 focus / remove_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1026,233963.548714135,10059.86871413499,223903.68,6517193.243554345,6498838.394057415,69.70988683448243,18285.13961009555,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8216541469684039,0.0,0,0
62,focus_e7be6f1179,BIHMH gen 12 focus / remove_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1028,233963.548714135,10059.86871413499,223903.68,6517245.217395902,6498889.941627068,69.46586504864142,18285.809903784524,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8215194407297169,0.0,0,0
63,focus_e7be6f1179,BIHMH gen 14 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1023,233963.548714135,10059.86871413499,223903.68,6517250.935979543,6498896.2011603685,70.27264687325335,18284.46217230174,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8219632710226052,0.0,0,0
64,focus_e7be6f1179,BIHMH gen 15 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1029,233963.548714135,10059.86871413499,223903.68,6517373.602121491,6499018.423908518,69.3679572074216,18285.810255766242,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8214652214432879,0.0,0,0
65,focus_8579b13168,BIHMH gen 25 focus / crossover_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1097,233155.99789598747,10232.557895987477,222923.44,6517399.357184709,6497651.220614936,189.92003519182276,19558.21653458122,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8605860438237438,0.0,0,0
66,focus_e7be6f1179,BIHMH gen 12 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1026,233963.548714135,10059.86871413499,223903.68,6517489.065983028,6499134.0608904995,69.56743331100773,18285.43765921782,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8215755453688955,0.0,0,0
67,focus_e7be6f1179,BIHMH gen 11 focus / swap_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1025,233963.548714135,10059.86871413499,223903.68,6517525.692296806,6499172.136788885,67.43028646166373,18286.12522145959,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8203770465401127,0.0,0,0
68,focus_8579b13168,BIHMH gen 28 focus / swap_fix,14999356.72,643.2799999993294,3,C4;C5;C7,1066,233155.99789598747,10232.557895987477,222923.44,6517745.781368568,6497997.278477114,190.7349930058813,19557.76789844801,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8607677729722562,0.0,0,0
69,focus_e7be6f1179,BIHMH gen 15 focus / swap_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1028,233963.548714135,10059.86871413499,223903.68,6517934.536203036,6499579.364519644,69.37616347753139,18285.795519915147,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8214697655556044,0.0,0,0
70,focus_e7be6f1179,BIHMH gen 19 focus / mip_intensify,14999576.96,423.03999999910593,3,C4;C5;C7,942,233963.548714135,10059.86871413499,223903.68,6518292.693250322,6499938.011281483,70.62600863335646,18284.05596020538,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.822156172991932,0.0,0,0
71,focus_e7be6f1179,BIHMH gen 15 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1009,233963.548714135,10059.86871413499,223903.68,6518458.878096537,6500103.9567517,69.49110816718337,18285.430236670425,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8215333478890239,0.0,0,0
72,focus_e7be6f1179,BIHMH gen 18 focus / mip_intensify,14999576.96,423.03999999910593,3,C4;C5;C7,942,233963.548714135,10059.86871413499,223903.68,6518544.646063226,6500189.960065461,70.61470682609526,18284.071290939355,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8221500170043108,0.0,0,0
