road_component_id,source_init_node,source_term_node,edge_count,edge_indices,length_miles,lanes,lane_miles,max_flood_depth_mm,minimum_capacity_retention_ratio,contains_closed_edge,repair_cost_usd,baseline_component_flow_veh_per_period,same_flow_vehicle_min_saving,capacity_loss_proxy_vehicle_min,closed_link_proxy_vehicle_min,impact_score,impact_per_dollar
2745->10542,2745,10542,1,"(4055,)",0.14,1,0.14,127.0,0.564,False,3083.36,4931.760607248819,2110.4025357278924,722.483201919523,0.0,2168.201191881454,0.7031943048756727
12335->2745,12335,2745,1,"(25845,)",0.07,1,0.07,127.0,0.564,False,1541.68,4821.9943086228295,1056.4215244179175,315.3584277839331,0.0,1081.6501986406322,0.7016048717247627
6377->6376,6377,6376,1,"(11257,)",0.45,1,0.45,127.0,0.564,False,9910.800000000001,4706.901057982136,6810.411447629319,1731.5512267051786,0.0,6948.935545765733,0.7011477928891444
10573->5896,10573,5896,1,"(20109,)",0.43,1,0.43,127.0,0.564,False,9470.32,4781.3334348485405,6448.517788561472,1854.6297773077333,0.0,6596.8881707460905,0.6965855610735531
10568->8788,10568,8788,1,"(20087,)",0.4,1,0.4,127.0,0.564,False,8809.6,4918.698941177999,5964.634210996468,2058.770628819463,0.0,6129.3358613020255,0.6957564317678471
1952->1954,1952,1954,1,"(1944,)",0.3,1,0.3,127.0,0.564,False,6607.2,4387.714727366945,4416.980563482694,732.6550038377828,0.0,4475.592963789717,0.6773811847363054
6374->6377,6374,6377,1,"(11242,)",0.7,1,0.7,127.0,0.564,False,15416.8,4691.294954805936,9791.385423441203,2962.310110772631,0.0,10028.370232303014,0.6504832541320517
4305->8758,4305,8758,1,"(6405,)",0.09,1,0.09,127.0,0.564,False,1982.1599999999999,4721.495870795086,1255.0343593477035,397.01035279285543,0.0,1286.795187571132,0.6491883539023752
8811->6389,8811,6389,1,"(16110,)",0.19,1,0.19,177.8,0.509,False,4184.56,2977.1869123476777,2655.0298877046766,520.7658132242153,0.0,2696.691152762614,0.6444384003963651
6763->4305,6763,4305,1,"(12022,)",0.03,1,0.03,127.0,0.564,False,660.72,4711.486822861056,415.06171073667747,132.05624494933417,0.0,425.6262103326242,0.6441854497103526
8372->10601,8372,10601,1,"(15360,)",0.5,1,0.5,228.6,0.463,False,11012.0,1354.6714314179508,7019.5708737482,909.3231983392993,0.0,7092.316729615344,0.6440534625513389
5019->5017,5019,5017,1,"(8613,)",0.35,1,0.35,127.0,0.564,False,7708.4,4700.011144556376,4798.8357140647795,1536.9036442699353,0.0,4921.788005606374,0.6384967056206702
8771->5797,8771,5797,1,"(15976,)",0.05,1,0.05,127.0,0.564,False,1101.2,4678.093327228235,673.8181806818981,218.53378828623326,0.0,691.3008837447967,0.6277705083043922
10623->10889,10623,10889,1,"(20351,)",0.42,1,0.42,152.4,0.509,False,9250.08,3839.4320899478626,5649.175587031212,1900.2424454137158,0.0,5801.1949826643095,0.6271507903352522
2847->10607,2847,10607,1,"(4352,)",0.4,1,0.4,228.6,0.463,False,8809.6,1227.5562821493618,5477.015570713062,439.4651490094714,0.0,5512.172782633819,0.6257006881849141
7866->10358,7866,10358,1,"(14685,)",0.1,1,0.1,127.0,0.564,False,2202.4,4664.495420050515,1333.2818528442924,435.79714353043386,0.0,1368.145624326727,0.6212066946634249
6336->2450,6336,2450,1,"(11105,)",0.06,1,0.06,127.0,0.564,False,1321.44,4767.940135328391,788.8667488810258,299.35035345645775,0.0,812.8147771575425,0.6150977548413417
12327->12326,12327,12326,1,"(25817,)",0.81,1,0.81,88.9,0.637,False,17839.440000000002,5844.0417426052245,10687.775932223412,3032.3357533733197,0.0,10930.362792493277,0.6127077303151487
6916->2815,6916,2815,1,"(12249,)",0.19,1,0.19,127.0,0.564,False,4184.56,4624.985525349554,2455.613732931396,821.0010019713367,0.0,2521.293813089103,0.6025230401975602
6130->4434,6130,4434,1,"(10826,)",0.55,1,0.55,127.0,0.564,False,12113.2,4729.965424553528,7004.420241293889,2722.189701139047,0.0,7222.195417385014,0.5962252268091844
8818->6391,8818,6391,1,"(16114,)",0.05,1,0.05,177.8,0.509,False,1101.2,3030.3842772632356,640.8953228850802,178.55024161634984,0.0,655.1793422143882,0.5949685272560735
2812->6916,2812,6916,1,"(4239,)",0.06,1,0.06,127.0,0.564,False,1321.44,4546.543444904271,750.3702029324613,246.07774452143946,0.0,770.0564224941764,0.5827403608897691
5020->5019,5020,5019,1,"(8618,)",0.24,1,0.24,127.0,0.564,False,5285.76,4344.995075729224,3010.1200647476294,757.7671412071766,0.0,3070.7414360442035,0.580946058096509
6924->2815,6924,2815,1,"(12268,)",0.05,1,0.05,127.0,0.564,False,1101.2,4436.457296403304,619.7438821595416,181.3401919904851,0.0,634.2510975187804,0.5759635829266077
6305->10585,6305,10585,1,"(11062,)",0.06,1,0.06,127.0,0.564,False,1321.44,4560.677577141189,737.1509299558888,255.65855446717183,0.0,757.6036143132626,0.5733166956602362
2040->7167,2040,7167,1,"(2215,)",0.12,1,0.12,127.0,0.564,False,2642.88,4421.79730448814,1471.456343606025,433.7783155702865,0.0,1506.1586088516478,0.5698929231942608
8997->6236,8997,6236,1,"(16587,)",0.24,1,0.24,177.8,0.509,False,5285.76,2948.4514257575565,2921.1184826497065,833.869238427049,0.0,2987.8280217238703,0.5652598721326488
10600->6955,10600,6955,1,"(20243,)",0.52,1,0.52,228.6,0.463,False,11452.48,1215.7380146909368,6378.733068710065,925.8618633335377,0.0,6452.802017776748,0.5634414570273641
6866->10595,6866,10595,1,"(12113,)",0.27,1,0.27,228.6,0.463,False,5946.4800000000005,1282.7132187442726,3291.5719736610467,619.935298619107,0.0,3341.166797550575,0.561873040445873
12594->12589,12594,12589,1,"(26688,)",0.5,1,0.5,127.0,0.564,False,11012.0,4294.412387352875,6054.372793919965,1560.3031674048782,0.0,6179.197047312356,0.5611330409836864
6363->6367,6363,6367,1,"(11204,)",0.13,1,0.13,127.0,0.564,False,2863.12,4653.1899741095685,1551.9895864702153,632.982738558073,0.0,1602.628205554861,0.5597488772929047
6391->8818,6391,8818,1,"(11304,)",0.05,1,0.05,177.8,0.509,False,1101.2,2916.8449898866083,596.6388037680607,171.86050680411896,0.0,610.3876443123902,0.5542931750021705
10347->6386,10347,6386,1,"(19119,)",0.32,1,0.32,152.4,0.509,False,7047.68,3549.1200339263496,3808.6432755331816,1153.733254614844,0.0,3900.941935902369,0.5535072443559255
10550->5024,10550,5024,1,"(20002,)",0.53,1,0.53,127.0,0.564,False,11672.720000000001,4380.791627336434,6306.382706384917,1898.087492334194,0.0,6458.229705771652,0.5532754752766837
10344->8811,10344,8811,1,"(19106,)",0.25,1,0.25,177.8,0.509,False,5506.0,2907.620282296733,2966.0616777781634,856.5849351646175,0.0,3034.588472591333,0.5511421127118294
10566->4430,10566,4430,1,"(20075,)",0.17,1,0.17,127.0,0.564,False,3744.0800000000004,4466.729752879245,1998.9350420065518,684.980708862227,0.0,2053.73349871553,0.5485282095242435
10595->6866,10595,6866,1,"(20219,)",0.27,1,0.27,228.6,0.463,False,5946.4800000000005,1253.2034131067596,3212.679467908115,605.6732095544969,0.0,3261.133324672475,0.5484140743216953
10585->6286,10585,6286,1,"(20170,)",0.3,1,0.3,127.0,0.564,False,6607.2,4617.824113607666,3476.222607588651,1449.6273457437185,0.0,3592.1927952481487,0.5436785317907963
2809->6927,2809,6927,1,"(4229,)",0.08,1,0.08,127.0,0.564,False,1761.92,4351.667832172531,931.8255932022653,284.59907622408355,0.0,954.5935193001919,0.5417916359994732
7020->10358,7020,10358,1,"(12407,)",0.62,1,0.62,127.0,0.564,False,13654.88,4477.569594401035,7134.643893175549,2593.66417019676,0.0,7342.13702679129,0.5376932662016283
6367->6363,6367,6363,1,"(11214,)",0.13,1,0.13,127.0,0.564,False,2863.12,4601.955486311774,1486.3085923838557,626.0132087139633,0.0,1536.3896490809727,0.5366137811481785
10351->12758,10351,12758,1,"(19138,)",0.07,1,0.07,127.0,0.564,False,1541.68,4473.789370560708,803.130806956936,292.58582483467035,0.0,826.5376729437096,0.5361279078302303
6377->2425,6377,2425,1,"(11254,)",0.05,1,0.05,127.0,0.564,False,1101.2,4329.4083722191945,572.990682294555,176.9645672144596,0.0,587.1478476717117,0.5331891097636321
2426->6377,2426,6377,1,"(3223,)",0.06,1,0.06,127.0,0.564,False,1321.44,4425.899193163797,683.6306418010884,239.54797839965158,0.0,702.7944800730605,0.5318398717104527
11078->12438,11078,12438,1,"(22403,)",0.2,1,0.2,63.5,0.637,False,4404.8,6028.464092635237,2288.6567421799705,673.3330663466435,0.0,2342.523387487702,0.5318115209516214
12323->12322,12323,12322,1,"(25801,)",0.23,1,0.23,88.9,0.637,False,5065.52,5913.690931513186,2590.821218851851,1058.0015482972199,0.0,2675.4613427156287,0.5281711142618386
10909->12660,10909,12660,1,"(21650,)",0.69,1,0.69,127.0,0.564,False,15196.56,4184.91487934572,7746.427453703785,2098.316320503944,0.0,7914.292759344101,0.5207950193559662
6145->10576,6145,10576,1,"(10860,)",0.51,1,0.51,127.0,0.564,False,11232.24,4565.379517301742,5653.358036876448,2436.3786947213175,0.0,5848.268332454153,0.5206680352676005
6763->8756,6763,8756,1,"(12024,)",0.03,1,0.03,127.0,0.564,False,660.72,4613.8285838334505,331.71863420752175,150.87219469135385,0.0,343.78840978283006,0.5203239038970063
2450->6305,2450,6305,1,"(3284,)",0.19,1,0.19,127.0,0.564,False,4184.56,4547.143383724225,2073.900333730489,904.0448589785157,0.0,2146.2239224487703,0.5128911814978803
2425->6377,2425,6377,1,"(3219,)",0.05,1,0.05,127.0,0.564,False,1101.2,4261.927284704989,545.4836411701835,174.20627776231643,0.0,559.4201433911688,0.5080095744562012
6379->2425,6379,2425,1,"(11261,)",0.25,1,0.25,127.0,0.564,False,5506.0,4260.957376943575,2725.49457754011,870.8331639128432,0.0,2795.161230653138,0.5076573248552738
10582->6261,10582,6261,1,"(20154,)",0.43,1,0.43,177.8,0.509,False,9470.32,2667.873917761352,4700.625153139048,1207.003329122045,0.0,4797.185419468811,0.5065494533942687
8371->4431,8371,4431,1,"(15353,)",0.5,1,0.5,203.2,0.463,False,11012.0,1884.6315491324447,5466.800257112063,1380.0642843874398,0.0,5577.205399863058,0.5064661641720902
4428->6285,4428,6285,1,"(6761,)",0.45,1,0.45,127.0,0.564,False,9910.800000000001,4247.954324415037,4859.72683002734,1562.716197094182,0.0,4984.744125794875,0.5029608231217333
5884->10566,5884,10566,1,"(10446,)",0.57,1,0.57,127.0,0.564,False,12553.679999999998,4350.565601364341,6128.4203568354515,2236.970820519447,0.0,6307.378022477007,0.5024325952610715
8757->8758,8757,8758,1,"(15939,)",0.16,1,0.16,127.0,0.564,False,3523.84,4377.814813679102,1702.2528772713626,654.4207744334019,0.0,1754.6065392260348,0.49792457637861953
10910->12660,10910,12660,1,"(21654,)",0.75,1,0.75,127.0,0.564,False,16518.0,4144.880469605258,7874.340135735845,2391.8398474604464,0.0,8065.687323532681,0.4882968472897858
6286->6285,6286,6285,1,"(11045,)",0.25,1,0.25,127.0,0.564,False,5506.0,4486.030821708754,2591.1156030244238,1173.5456629590103,0.0,2684.9992560611445,0.48764970142774144
8760->8759,8760,8759,1,"(15952,)",0.05,1,0.05,127.0,0.564,False,1101.2,4304.8380042758,519.0176776371069,194.16303826181885,0.0,534.5507206980524,0.48542564538508204
8787->5805,8787,5805,1,"(16034,)",0.05,1,0.05,127.0,0.564,False,1101.2,4341.707647717424,517.0803830539846,202.8197715433711,0.0,533.3059647774543,0.48429528221708523
8818->6434,8818,6434,1,"(16115,)",0.19,1,0.19,152.4,0.509,False,4184.56,3494.6028000107117,1949.2265626524145,782.4275885111983,0.0,2011.8207697333103,0.4807723559306857
2844->10358,2844,10358,1,"(4341,)",0.06,1,0.06,127.0,0.564,False,1321.44,4322.674104669626,611.2966882491734,242.31675981033735,0.0,630.6820290340004,0.47726875910673233
8796->5930,8796,5930,1,"(16065,)",0.06,1,0.06,127.0,0.564,False,1321.44,4276.743922773904,609.5388583436047,231.4750779719283,0.0,628.0568645813589,0.47528216535094964
5128->10547,5128,10547,1,"(8945,)",0.83,1,0.83,127.0,0.564,False,18279.92,4104.598355879403,8472.035088293462,2621.2447994570093,0.0,8681.734672250022,0.4749328592384443
8769->5797,8769,5797,1,"(15971,)",0.6,1,0.6,127.0,0.564,False,13214.4,4312.680670430391,6065.232657232944,2417.565564395551,0.0,6258.637902384588,0.47362255587726937
4529->12407,4529,12407,1,"(7041,)",0.65,1,0.65,76.2,0.637,False,14315.6,5791.347237231333,6541.961361801515,2928.1465299101424,0.0,6776.213084194326,0.47334467882549985
8097->2860,8097,2860,1,"(15052,)",0.18,1,0.18,127.0,0.564,False,3964.3199999999997,4228.674470061958,1817.3928875584113,663.732744820925,0.0,1870.4915071440853,0.4718316147899477
2051->2050,2051,2050,1,"(2243,)",0.12,1,0.12,127.0,0.564,False,2642.88,4487.15404599285,1187.9729608905907,586.9197492158648,0.0,1234.92654082786,0.4672654607200705
6434->8818,6434,8818,1,"(11438,)",0.19,1,0.19,152.4,0.509,False,4184.56,3450.679198659834,1884.5620460976472,772.5932698631423,0.0,1946.3695076866986,0.4651312223236609
7587->7586,7587,7586,1,"(13797,)",0.4,1,0.4,127.0,0.564,False,8809.6,4282.9949880288395,3950.4765134392132,1600.6164126690635,0.0,4078.5258264527383,0.46296379250507835
10348->7507,10348,7507,1,"(19124,)",0.06,1,0.06,127.0,0.564,False,1321.44,4281.08260717946,591.6842604384395,239.9852592938886,0.0,610.8830811819506,0.4622859011244934
10909->2229,10909,2229,1,"(21649,)",0.51,1,0.51,127.0,0.564,False,11232.24,4080.482324931987,5003.178159676379,1649.7019086761397,0.0,5135.1543123704705,0.45717989576170653
2450->6336,2450,6336,1,"(3285,)",0.06,1,0.06,127.0,0.564,False,1321.44,4398.060975333472,577.1203708789478,276.12786027533673,0.0,599.2105997009747,0.45345274829048215
10805->8483,10805,8483,1,"(21180,)",0.03,1,0.03,127.0,0.564,False,660.72,3977.390125636126,292.4532357699273,86.70710473886754,0.0,299.3898041490367,0.45312659545501377
10622->7564,10622,7564,1,"(20345,)",0.31,1,0.31,127.0,0.564,False,6827.44,4450.774858403128,2972.635372399001,1503.9168246544173,0.0,3092.9487183713545,0.4530173415469568
12758->10352,12758,10352,1,"(27247,)",0.5,1,0.5,127.0,0.564,False,11012.0,4252.163946665586,4820.302301814235,1986.36801508521,0.0,4979.211743021052,0.45216234498919833
4428->4429,4428,4429,1,"(6759,)",0.04,1,0.04,127.0,0.564,False,880.96,4090.0648783871166,385.40770405897723,133.74512152325872,0.0,396.10731378083796,0.449631440452277
7455->8371,7455,8371,1,"(13375,)",0.51,1,0.51,177.8,0.509,False,11232.24,2596.779489680004,4870.4636272036,1625.6488800269246,0.0,5000.515537605754,0.4451930814873751
7351->7338,7351,7338,1,"(13059,)",0.1,1,0.1,127.0,0.564,False,2202.4,4231.0627417290925,948.2773837098154,395.3021475844038,0.0,979.9015555165677,0.4449244258611368
5797->8771,5797,8771,1,"(10249,)",0.05,1,0.05,127.0,0.564,False,1101.2,4230.720079828499,474.01167002054007,197.6350665862742,0.0,489.822475347442,0.44480791440922807
9004->8997,9004,8997,1,"(16612,)",0.19,1,0.19,177.8,0.509,False,4184.56,2551.197303916914,1813.9073452100372,571.2028715577814,0.0,1859.6035749346597,0.44439644190420485
10623->10629,10623,10629,1,"(20350,)",1.0,1,1.0,177.8,0.509,False,22024.0,2409.969360584665,9578.337452828866,2448.1964607870427,0.0,9774.19316969183,0.44379736513311974
9000->9001,9000,9001,1,"(16599,)",0.12,1,0.12,127.0,0.564,False,2642.88,4371.86284707812,1128.826980125602,548.9660739819053,0.0,1172.7442660441543,0.44373723591088293
10600->6968,10600,6968,1,"(20245,)",0.48,1,0.48,228.6,0.463,False,10571.52,958.8602104946793,4619.922775394508,674.0612941557503,0.0,4673.847678926968,0.4421169026712306
9223->10637,9223,10637,1,"(17210,)",0.76,1,0.76,107.95,0.564,False,16738.24,4463.101002391725,7188.557222578253,2609.8114379162157,0.0,7397.34213761155,0.4419426497416425
4430->5794,4430,5794,1,"(6767,)",0.63,1,0.63,127.0,0.564,False,13875.12,4176.471528906442,5927.625243845941,2373.503171503493,0.0,6117.505497566221,0.44089748395446093
12135->10594,12135,10594,1,"(25227,)",0.25,1,0.25,228.6,0.463,False,5506.0,905.9563902111455,2404.3110515418107,260.62424011252773,0.0,2425.1609907508127,0.4404578624683641
6286->10585,6286,10585,1,"(11047,)",0.3,1,0.3,127.0,0.564,False,6607.2,4360.4722640025375,2794.8742847710764,1368.8394531156766,0.0,2904.3814410203304,0.4395782541803382
7465->12254,7465,12254,1,"(13412,)",0.04,1,0.04,88.9,0.637,False,880.96,5478.33402736606,374.0518553474481,149.147643895041,0.0,385.98366685905137,0.43813983252253375
10802->10808,10802,10808,1,"(21165,)",0.05,1,0.05,88.9,0.637,False,1101.2,5193.045308827712,468.03924521009077,145.00580362341998,0.0,479.63970949996434,0.4355609421539814
12323->8442,12323,8442,1,"(25799,)",0.11,1,0.11,88.9,0.637,False,2422.64,5468.664889860644,1020.7631744245941,409.4321044727541,0.0,1053.5177427824144,0.43486351368028864
6379->6759,6379,6759,1,"(11263,)",0.25,1,0.25,127.0,0.564,False,5506.0,4199.674109758294,2313.2551490780297,980.9238813506875,0.0,2391.7290595860845,0.4343859534300916
2844->2822,2844,2822,1,"(4338,)",0.06,1,0.06,127.0,0.564,False,1321.44,4199.085880812812,554.9262972435857,235.38875709013539,0.0,573.7573978107965,0.43419103236680934
8399->6186,8399,6186,1,"(15405,)",0.38,1,0.38,127.0,0.564,False,8369.12,4197.964543325999,3511.4574691336843,1490.397354724825,0.0,3630.6892575116703,0.4338197155150924
12460->12455,12460,12455,1,"(26230,)",1.06,1,1.06,107.95,0.564,False,23345.440000000002,4423.082595725857,9716.266711168428,3607.362092542345,0.0,10004.855678571816,0.42855716913332176
10352->4305,10352,4305,1,"(19143,)",0.5,1,0.5,127.0,0.564,False,11012.0,4136.30411643183,4562.671320471585,1865.6157876871844,0.0,4711.92058348656,0.42788962799551034
10165->10612,10165,10612,1,"(18699,)",0.4,1,0.4,203.2,0.463,False,8809.6,1571.3283671429883,3686.889766415077,843.8033331557846,0.0,3754.3940330675396,0.42617077200639525
5921->10573,5921,10573,1,"(10485,)",0.32,1,0.32,127.0,0.564,False,7047.68,4128.372137997298,2902.5417844246203,1191.7044428138959,0.0,2997.878139849732,0.42537092204097404
6285->6286,6285,6286,1,"(11042,)",0.25,1,0.25,127.0,0.564,False,5506.0,4310.939489571247,2232.998815404327,1127.7417704718382,0.0,2323.2181570420744,0.4219429998260215
8087->2864,8087,2864,1,"(15040,)",0.14,1,0.14,127.0,0.564,False,3083.36,4075.0818470147246,1260.3984150856666,497.48599188355774,0.0,1300.1972944363513,0.4216819620272531
4331->2822,4331,2822,1,"(6473,)",0.06,1,0.06,127.0,0.564,False,1321.44,3962.0238861916305,541.6162651455265,188.4482633868601,0.0,556.6921262164753,0.42127688447184536
12487->7112,12487,7112,1,"(26324,)",0.31,1,0.31,127.0,0.564,False,6827.44,4159.357861465107,2779.628780919757,1204.668875476337,0.0,2876.002290957864,0.421241679305547
8092->2859,8092,2859,1,"(15046,)",0.16,1,0.16,127.0,0.564,False,3523.84,4071.063938574959,1436.165807706206,567.9948407099785,0.0,1481.605394963004,0.42045194871589064
6759->6379,6759,6379,1,"(12009,)",0.25,1,0.25,127.0,0.564,False,5506.0,4145.483012609569,2217.537792863236,968.2663893738066,0.0,2294.999104013141,0.41681785397986576
8482->12322,8482,12322,1,"(15539,)",0.96,1,0.96,107.95,0.564,False,21143.04,4385.167148186438,8541.947476677151,3239.039226255733,0.0,8801.070614777609,0.41626325328702063
5344->5335,5344,5335,1,"(9462,)",0.19,1,0.19,127.0,0.564,False,4184.56,4475.508808862804,1657.591064885567,1011.1394992532581,0.0,1738.4822248258276,0.4154516185275937
8970->12502,8970,12502,1,"(16495,)",0.1,1,0.1,88.9,0.637,False,2202.4,5624.266630120264,877.2531386606217,437.48759715721206,0.0,912.2521464331987,0.41420820306629075
4468->10827,4468,10827,1,"(6888,)",0.79,1,0.79,63.5,0.637,False,17398.96,5860.637125424553,6949.074338034687,2965.8616031611755,0.0,7186.34326628758,0.413032920719835
10808->10284,10808,10284,1,"(21190,)",0.49,1,0.49,88.9,0.637,False,10791.76,5018.493828102386,4352.935076542816,1275.1992817208163,0.0,4454.951019080481,0.4128104237937539
10612->7450,10612,7450,1,"(20304,)",0.55,1,0.55,203.2,0.463,False,12113.2,1394.032087208409,4932.389721550458,771.9888317943817,0.0,4994.148828094008,0.41228980187679626
4364->7424,4364,7424,1,"(6555,)",0.26,1,0.26,127.0,0.564,False,5726.24,3964.229580814682,2290.0033792253444,842.5969974021608,0.0,2357.411139017517,0.411685702837729
12407->12400,12407,12400,1,"(26054,)",0.66,1,0.66,63.5,0.637,False,14535.84,5803.854839162816,5785.614892736842,2317.479237277713,0.0,5971.013231719059,0.4107786843910678
7112->7073,7112,7073,1,"(12648,)",0.31,1,0.31,127.0,0.564,False,6827.44,4122.920909512082,2701.8866306973823,1194.115693134971,0.0,2797.41588614818,0.40973130282333936
12591->7527,12591,7527,1,"(26677,)",0.6,1,0.6,177.8,0.509,False,13214.4,2412.640049246096,5274.393311143284,1705.8330204189597,0.0,5410.859952776801,0.4094669415771281
10445->5164,10445,5164,1,"(19558,)",0.41,1,0.41,88.9,0.637,False,9029.84,5389.714885778421,3572.224982883603,1504.0336245945045,0.0,3692.5476728511635,0.40892725373330685
8322->8324,8322,8324,1,"(15276,)",0.3,1,0.3,127.0,0.564,False,6607.2,4120.195880275075,2609.193706372188,1154.832045299957,0.0,2701.5802699961846,0.4088842883515233
4408->4409,4408,4409,1,"(6696,)",0.12,1,0.12,127.0,0.564,False,2642.88,4272.284031834264,1037.1689841073053,536.4621613093649,0.0,1080.0859570120545,0.4086776384141748
10352->2458,10352,2458,1,"(19140,)",0.17,1,0.17,127.0,0.564,False,3744.0800000000004,4117.9168351586495,1475.925262138997,654.0428481899125,0.0,1528.2486899941898,0.408177359990756
12147->10836,12147,10836,1,"(25256,)",0.15,1,0.15,63.5,0.637,False,3303.6,5794.353981673099,1304.6068186085708,525.8376238368338,0.0,1346.6738285155175,0.4076382820303661
6261->10582,6261,10582,1,"(10992,)",0.43,1,0.43,177.8,0.509,False,9470.32,2293.6129855551676,3776.964154632776,1037.6796635148482,0.0,3859.978527713964,0.40758691656817975
