road_component_id,source_init_node,source_term_node,edge_count,edge_indices,length_miles,lanes,lane_miles,max_flood_depth_mm,minimum_capacity_retention_ratio,contains_closed_edge,repair_cost_usd,baseline_component_flow_veh_per_period,same_flow_vehicle_min_saving,capacity_loss_proxy_vehicle_min,closed_link_proxy_vehicle_min,impact_score,impact_per_dollar,capacity_loss_fraction,depth_norm,impact_norm,flow_norm,severity_index,severe_for_warmstart,upstream_candidate_count,downstream_candidate_count,upstream_severe_count,downstream_severe_count,upstream_boundary,downstream_boundary,boundary_end_count,interior_severe_segment,warmstart_singleton_score
12327->12326,12327,12326,1,"(25817,)",0.81,1,0.81,88.9,0.637,False,17839.440000000002,5819.868363182685,10498.443982920457,3019.792755576362,0.0,10740.027403366566,0.6020383713483476,0.363,0.29633333333333334,0.896984016233313,0.9451797613935773,0.5499298476760183,True,4,4,4,4,False,False,0,True,0.12040767426966953
6924->2815,6924,2815,1,"(12268,)",0.05,1,0.05,127.0,0.564,False,1101.2,4483.8986277226395,641.7500925374794,183.27935640816293,0.0,656.4124410501324,0.5960883046223505,0.43600000000000005,0.42333333333333334,0.6217538411327022,0.9167526919303557,0.515468088199513,True,3,4,3,4,False,False,0,True,0.11921766092447011
2426->6377,2426,6377,1,"(3223,)",0.06,1,0.06,127.0,0.564,False,1321.44,4565.46796188591,761.42847868913,247.10201768883186,0.0,781.1966401042365,0.5911707229266834,0.43600000000000005,0.42333333333333334,0.6388769002947653,0.9187178146186826,0.5208015182169645,True,4,4,4,4,False,False,0,True,0.11823414458533668
8818->6391,8818,6391,1,"(16114,)",0.05,1,0.05,177.8,0.509,False,1101.2,3017.7789231697843,635.7845708236263,177.8075341531637,0.0,650.0091735558793,0.5902734957826729,0.491,0.5926666666666667,0.6207894959316986,0.8735927764979632,0.5639794597626392,True,4,4,4,4,False,False,0,True,0.11805469915653458
5020->5019,5020,5019,1,"(8618,)",0.24,1,0.24,127.0,0.564,False,5285.76,4355.630776663213,3032.513121986995,759.6220074500643,0.0,3093.282882583,0.5852106192076447,0.43600000000000005,0.42333333333333334,0.7743685903731385,0.9135890593167127,0.5609361497102795,True,4,4,4,4,False,False,0,True,0.11704212384152896
6763->8756,6763,8756,1,"(12024,)",0.03,1,0.03,127.0,0.564,False,660.72,4750.484248691164,373.416525459089,155.3408349322011,0.0,385.8437922536651,0.5839747430888501,0.43600000000000005,0.42333333333333334,0.5695071171245336,0.9230480521128716,0.500423607015314,True,4,4,4,4,False,False,0,True,0.11679494861777003
10344->8811,10344,8811,1,"(19106,)",0.25,1,0.25,177.8,0.509,False,5506.0,2991.903235714409,3127.2587506762206,881.4146932414649,0.0,3197.771926135538,0.5807794998429964,0.491,0.5926666666666667,0.7776406731056258,0.8726542128751433,0.6109409565525354,True,4,4,4,4,False,False,0,True,0.11615589996859928
2812->6916,2812,6916,1,"(4239,)",0.06,1,0.06,127.0,0.564,False,1321.44,4526.486064610563,738.8283137039031,244.99215610388754,0.0,758.4276861922141,0.5739403122292454,0.43600000000000005,0.42333333333333334,0.6359663760158164,0.9177831021664652,0.5198348896880581,True,3,5,3,5,False,False,0,True,0.11478806244584908
8997->6236,8997,6236,1,"(16587,)",0.24,1,0.24,177.8,0.509,False,5285.76,2957.7989663212434,2938.3223034036105,836.5128724591087,0.0,3005.2433332003393,0.5685546322951363,0.491,0.5926666666666667,0.7715246807725432,0.8714047094217744,0.6089812085072738,True,4,6,4,6,False,False,0,True,0.11371092645902725
10600->6955,10600,6955,1,"(20243,)",0.52,1,0.52,228.6,0.463,False,11452.48,1216.6766031929383,6383.824228561899,926.576658206171,0.0,6457.950361218393,0.5638909966416351,0.5369999999999999,0.762,0.8468739666414287,0.7746060638364539,0.6718727963760739,True,4,4,4,4,False,False,0,True,0.11277819932832703
6866->10595,6866,10595,1,"(12113,)",0.27,1,0.27,228.6,0.463,False,5946.4800000000005,1280.8679932343325,3286.627844632839,619.0435011301529,0.0,3336.151324723251,0.5610296048625827,0.5369999999999999,0.762,0.7818132516574318,0.7802072053324122,0.6529146960304706,True,4,4,4,4,False,False,0,True,0.11220592097251654
12594->12589,12594,12589,1,"(26688,)",0.5,1,0.5,127.0,0.564,False,11012.0,4293.635330857163,6051.109269703219,1560.020836878103,0.0,6175.910936653468,0.5608346291911975,0.43600000000000005,0.42333333333333334,0.8424749841856941,0.9120264417557845,0.5812118060979534,True,4,4,4,4,False,False,0,True,0.1121669258382395
6130->4434,6130,4434,1,"(10826,)",0.55,1,0.55,127.0,0.564,False,12113.2,4654.663775368909,6574.2735882124325,2678.852096000315,0.0,6788.581755892457,0.5604284380586845,0.43600000000000005,0.42333333333333334,0.8517925680800824,0.9208268887342432,0.5848871259641157,True,4,4,4,4,False,False,0,True,0.1120856876117369
2809->6927,2809,6927,1,"(4229,)",0.08,1,0.08,127.0,0.564,False,1761.92,4392.007166035717,959.7635455290259,287.2372686587359,0.0,982.7425270217248,0.5577679616677969,0.43600000000000005,0.42333333333333334,0.6614644798038949,0.9144956205834943,0.5271555726661846,True,3,3,3,3,False,False,0,True,0.11155359233355938
6363->6367,6363,6367,1,"(11204,)",0.13,1,0.13,127.0,0.564,False,2863.12,4641.42419641362,1536.6662527433507,631.3822162865378,0.0,1587.1768300462736,0.5543521857436201,0.43600000000000005,0.42333333333333334,0.7086556230216295,0.9205163999144331,0.5419149935645988,True,3,4,3,4,False,False,0,True,0.11087043714872402
10595->6866,10595,6866,1,"(20219,)",0.27,1,0.27,228.6,0.463,False,5946.4800000000005,1261.4305611786456,3234.6369062146623,609.6493902176394,0.0,3283.4088574320735,0.552160077462982,0.5369999999999999,0.762,0.7802436681809464,0.7785413226393664,0.6522772327182205,True,4,4,4,4,False,False,0,True,0.1104320154925964
8757->8758,8757,8758,1,"(15939,)",0.16,1,0.16,127.0,0.564,False,3523.84,4505.367166849086,1881.9395630613458,673.4880290558406,0.0,1935.818605385813,0.5493491774274124,0.43600000000000005,0.42333333333333334,0.72820883739489,0.9172733440394967,0.5474566522890834,True,4,3,4,3,False,False,0,True,0.10986983548548249
6391->8818,6391,8818,1,"(11304,)",0.05,1,0.05,177.8,0.509,False,1101.2,2901.2771350843163,590.870324611114,170.94324879916792,0.0,604.5457845150474,0.5489881806348051,0.491,0.5926666666666667,0.61365694216427,0.8693018149605525,0.5614105974786696,True,4,4,4,4,False,False,0,True,0.10979763612696103
7020->10358,7020,10358,1,"(12407,)",0.62,1,0.62,127.0,0.564,False,13654.88,4485.848326513679,7181.295733724929,2598.4596849068103,0.0,7389.172508517474,0.5411378575657548,0.43600000000000005,0.42333333333333334,0.8601436927427434,0.9168000785428186,0.5869897823437715,True,4,4,4,4,False,False,0,True,0.10822757151315097
10550->5024,10550,5024,1,"(20002,)",0.53,1,0.53,127.0,0.564,False,11672.720000000001,4343.977444062846,6138.720937685235,1882.13682707633,0.0,6289.2918838513415,0.5388025998954263,0.43600000000000005,0.42333333333333334,0.8442670673138698,0.9132970370109627,0.5818764905619238,True,4,4,4,4,False,False,0,True,0.10776051997908527
6145->10576,6145,10576,1,"(10860,)",0.51,1,0.51,127.0,0.564,False,11232.24,4588.041132530494,5762.740737653379,2448.472382950754,0.0,5958.618528289439,0.5304924510417726,0.43600000000000005,0.42333333333333334,0.8389466348955423,0.9192554354602157,0.5808762006813509,True,4,4,4,4,False,False,0,True,0.10609849020835452
12323->12322,12323,12322,1,"(25801,)",0.23,1,0.23,88.9,0.637,False,5065.52,5916.366664051037,2596.66935780904,1058.480255960617,0.0,2681.347778285889,0.529333173748379,0.363,0.29633333333333334,0.7602929841107153,0.946972396095961,0.5091018015094774,True,4,4,4,4,False,False,0,True,0.1058666347496758
10566->4430,10566,4430,1,"(20075,)",0.17,1,0.17,127.0,0.564,False,3744.0800000000004,4415.328383389844,1921.2330678313826,677.0982202279764,0.0,1975.4009254496207,0.5276064949065246,0.43600000000000005,0.42333333333333334,0.730202065340475,0.9150728842566792,0.5478345746944772,True,4,3,4,3,False,False,0,True,0.10552129898130491
11078->12438,11078,12438,1,"(22403,)",0.2,1,0.2,63.5,0.637,False,4404.8,6009.104184135611,2255.253736339249,671.1707134896084,0.0,2308.9473934184175,0.5241889287637163,0.363,0.21166666666666667,0.7455667239578063,0.9486678305948865,0.4879201335801639,True,4,4,3,3,False,False,0,True,0.10483778575274326
8787->5805,8787,5805,1,"(16034,)",0.05,1,0.05,127.0,0.564,False,1101.2,4443.955964781065,560.352541812922,207.59622864048688,0.0,576.960240104161,0.523937740741156,0.43600000000000005,0.42333333333333334,0.6090632184223668,0.9157773415117885,0.5115633663445556,True,4,4,4,4,False,False,0,True,0.1047875481482312
10351->12758,10351,12758,1,"(19138,)",0.07,1,0.07,127.0,0.564,False,1541.68,4439.740196414498,781.8957188533195,290.3590088455082,0.0,805.1244395609601,0.5222383630591044,0.43600000000000005,0.42333333333333334,0.6418456421774617,0.9156738867548941,0.5213877479953946,True,4,4,4,4,False,False,0,True,0.10444767261182089
6367->6363,6367,6363,1,"(11214,)",0.13,1,0.13,127.0,0.564,False,2863.12,4566.786059299913,1442.7677281425008,621.229041218686,0.0,1492.4660514399957,0.5212726156919709,0.43600000000000005,0.42333333333333334,0.7025976265467482,0.9187492804765022,0.5399208826783414,True,4,3,4,3,False,False,0,True,0.10425452313839419
2051->2050,2051,2050,1,"(2243,)",0.12,1,0.12,127.0,0.564,False,2642.88,4609.0351477984905,1321.3517296894192,602.8617973320427,0.0,1369.5806734759826,0.51821523242674,0.43600000000000005,0.42333333333333334,0.694137790452438,0.9197530776501529,0.5374833115674134,True,4,4,4,4,False,False,0,True,0.103643046485348
2040->7167,2040,7167,1,"(2215,)",0.12,1,0.12,127.0,0.564,False,2642.88,4285.564588547532,1331.8844958324648,420.41388613651293,0.0,1365.5176067233858,0.5166778691137645,0.43600000000000005,0.42333333333333334,0.6938452816052214,0.9118213582470912,0.5366023869729423,True,3,5,3,5,False,False,0,True,0.1033355738227529
10909->12660,10909,12660,1,"(21650,)",0.69,1,0.69,127.0,0.564,False,15196.56,4162.515995250926,7628.190721417202,2087.0855200188143,0.0,7795.157563018707,0.5129554032635483,0.43600000000000005,0.42333333333333334,0.8654127852834603,0.9086458616454357,0.5877550884162484,True,3,4,3,4,False,False,0,True,0.10259108065270967
10582->6261,10582,6261,1,"(20154,)",0.43,1,0.43,177.8,0.509,False,9470.32,2680.593083589575,4736.108632231372,1212.7577522962865,0.0,4833.129252415075,0.510344872445184,0.491,0.5926666666666667,0.8183248776446684,0.8606794370533855,0.6219487403320724,True,4,3,4,3,False,False,0,True,0.1020689744890368
8371->4431,8371,4431,1,"(15353,)",0.5,1,0.5,203.2,0.463,False,11012.0,1879.1614198861987,5447.506156162391,1376.058657925757,0.0,5557.590848796452,0.5046849662909964,0.5369999999999999,0.6773333333333333,0.8320832227325343,0.8219689307751045,0.6552385265639373,True,4,4,4,4,False,False,0,True,0.10093699325819927
6377->2425,6377,2425,1,"(11254,)",0.05,1,0.05,127.0,0.564,False,1101.2,4249.66346865774,540.6408233214954,173.70499428138515,0.0,554.5372228640063,0.5035753930839141,0.43600000000000005,0.42333333333333334,0.6051646489211376,0.9109043804437916,0.5099064993873872,True,4,4,4,4,False,False,0,True,0.10071507861678282
5884->10566,5884,10566,1,"(10446,)",0.57,1,0.57,127.0,0.564,False,12553.679999999998,4343.322538312209,6094.377811714663,2233.2465873545175,0.0,6273.037538703024,0.49969710385345373,0.43600000000000005,0.42333333333333334,0.8440121463647866,0.9132806024099888,0.5817983708171015,True,4,4,4,4,False,False,0,True,0.09993942077069075
10910->12660,10910,12660,1,"(21654,)",0.75,1,0.75,127.0,0.564,False,16518.0,4160.419388539106,7960.6594839565705,2400.8067177393314,0.0,8152.724021375717,0.49356605045258,0.43600000000000005,0.42333333333333334,0.8698310039079284,0.9085909453465993,0.5890750623737051,True,3,4,3,4,False,False,0,True,0.09871321009051601
8796->5930,8796,5930,1,"(16065,)",0.06,1,0.06,127.0,0.564,False,1321.44,4325.345531861481,632.7094932717117,234.1055981658545,0.0,651.4379411249801,0.49297579997955265,0.43600000000000005,0.42333333333333334,0.6210054908155117,0.9128285064921385,0.514851164560534,True,4,4,4,4,False,False,0,True,0.09859515999591054
