roads,road_count,cost_usd,total_impact,continuity_score,boundary_end_count,source
6375->6374;6374->6377;6377->6376,3,36339.6,20181.40297702456,0.8885690751477535,0,downstream corridor extension
10573->5896;5896->5884;5884->10566,3,27530.0,15259.126583290023,0.8868362707324388,0,downstream corridor extension
8399->6186;6186->10577;10577->6145,3,25988.32,14275.392827944223,0.8788805326666271,0,downstream corridor extension
5921->10573;10573->5896;5896->5884,3,22024.0,11991.098874484185,0.8711295949498137,0,two-sided corridor completion
10835->6130;6130->4434;4434->8648,3,29732.4,16048.430985574276,0.8636198079172499,0,two-sided corridor completion
6916->2815;2815->2817;2817->2818,3,7267.92,3911.789850366124,0.8611629958207848,0,downstream corridor extension
10549->5020;5020->5019;5019->5017,3,19381.12,10420.341845582798,0.8602468254121783,0,upstream corridor extension
10629->10623;10623->10889;10889->1952,3,53298.08,28445.93553981967,0.8539425222017656,0,upstream corridor extension
4332->2812;2812->6916;6916->2815,3,6827.4400000000005,3640.394828998342,0.8531208954450492,0,upstream corridor extension
10577->6145;6145->10576;10576->8649,3,35238.4,18513.852178735924,0.8406216935495788,0,downstream corridor extension
6285->4428;4428->6286;6286->10585,3,27530.0,14330.096571413542,0.8328425177719458,0,downstream corridor extension
10882->12589;12589->12594;12594->12593,3,31494.32,16224.714190762963,0.8242610954997835,0,two-sided corridor completion
2425->6379;6379->6759;6759->6761,3,19381.120000000003,9953.489625805927,0.8217060418226337,0,two-sided corridor completion
6377->2425;2425->6379;6379->6386,3,14315.6,7333.979337669059,0.8196908924718834,0,two-sided corridor completion
10898->1910;1910->1909;1909->12641,3,40964.64,20906.027828638573,0.8165492123407339,0,upstream corridor extension
8953->4468;4468->10827;10827->12400,3,24887.12,10120.517884631305,0.8133137048104646,1,two-sided corridor completion
1910->1909;1909->12641;12641->2894,3,42506.32,21098.655431570198,0.7941842222641791,0,two-sided corridor completion
5933->5947;5947->10568;10568->8788,3,20041.84,9876.151562189749,0.788442702840837,0,upstream corridor extension
6374->6377;6377->6376;6376->7138,3,41625.36,20435.514094090864,0.7855024569287901,0,downstream corridor extension
1909->12641;12641->2894;2894->10905,3,43387.28,21275.306878435742,0.7845730593274616,0,downstream corridor extension
8648->4434;4434->6130;6130->10835,3,29732.4,14550.336733156117,0.7830023399742297,0,two-sided corridor completion
9624->10629;10629->10623;10623->7670,3,56161.2,27340.739270167785,0.7789217971173775,0,two-sided corridor completion
5926->5930;5930->5921;5921->5904,3,22244.239999999998,10765.311266021683,0.7743351998375623,0,upstream corridor extension
9005->10344;10344->8811;8811->6389,3,19160.88,9227.653606629374,0.7705411114002592,0,downstream corridor extension
10630->9625;9625->10629;10629->10623,3,44268.24,21191.81233326261,0.7659418972432647,0,downstream corridor extension
6272->10577;10577->6145;6145->10576,3,34577.68,16537.56818072506,0.7652366812683816,0,two-sided corridor completion
4529->12407;12407->12400;12400->10827,3,30613.36,14561.311009994108,0.7610434665123519,0,downstream corridor extension
12328->12327;12327->12326;12326->12325,3,32375.280000000002,15354.251448112513,0.7588135860749319,0,two-sided corridor completion
12758->10352;10352->4305;4305->8758,3,24006.16,11349.248077177783,0.7564223900650688,0,two-sided corridor completion
5292->10550;10550->5024;5024->12127,3,24006.16,11286.640288130526,0.7522496084758596,0,two-sided corridor completion
5884->10566;10566->4430;4430->5794,3,30172.88,14171.034067754204,0.7514580811777573,0,upstream corridor extension
2847->10607;10607->10601;10601->8372,3,34357.44,16112.039849501994,0.7503255120056439,0,two-sided corridor completion
5803->5805;5805->10567;10567->5802,3,16297.76,7609.9005220694435,0.7470867674644314,0,two-sided corridor completion
6130->4434;4434->8648;8648->8649,3,27309.760000000002,12745.40388149671,0.7467164197120273,0,downstream corridor extension
10352->4305;4305->8758;8758->8757,3,16518.0,7667.6837337054185,0.7427227251440047,0,downstream corridor extension
6133->8648;8648->4434;4434->10575,3,33256.240000000005,15264.317934891527,0.7343857482333073,0,two-sided corridor completion
4428->6285;6285->6286;6286->10585,3,22024.0,10036.167418862311,0.7291076947956637,0,downstream corridor extension
10623->10889;10889->1952;1952->1954,3,37881.28,17033.31529950734,0.7194399048609695,0,two-sided corridor completion
5947->10568;10568->8788;8788->5922,3,25107.36,11272.36906531164,0.7183467518886344,0,two-sided corridor completion
5167->10343;10343->6374;6374->6377,3,37440.8,16777.44363486986,0.7169694508608729,0,upstream corridor extension
7043->10601;10601->8372;8372->7046,3,33256.24,14859.77031728722,0.714922447867214,0,two-sided corridor completion
10346->6375;6375->6374;6374->6377,3,31934.8,14183.212805967225,0.7106085051275587,0,two-sided corridor completion
12400->10827;10827->4468;4468->10833,3,21583.52,7659.325180926463,0.7097382800327716,1,two-sided corridor completion
10627->7587;7587->7586;7586->10621,3,22244.24,9764.993643969572,0.7023836206744449,0,downstream corridor extension
8811->6389;6389->10344;10344->8993,3,16958.480000000003,7439.649593708909,0.7019166428792116,0,downstream corridor extension
10601->8372;8372->7046;7046->7048,3,33476.479999999996,14634.695403141559,0.6994616114067698,0,downstream corridor extension
5803->5805;5805->10567;10567->8772,3,17178.72,7497.418021558016,0.6982981755621389,0,upstream corridor extension
10585->6286;6286->4428;4428->6285,3,27530.0,11971.704215957405,0.6957764891221159,0,upstream corridor extension
8736->5926;5926->5930;5930->5921,3,20702.559999999998,8953.192427137215,0.6919486229441937,0,upstream corridor extension
7046->8372;8372->10601;10601->7043,3,33256.24,14298.618099495823,0.6879247010243287,0,two-sided corridor completion
7455->8371;8371->4431;4431->8696,3,33696.72,14470.629542317187,0.6870997315972445,0,two-sided corridor completion
5930->5921;5921->5904;5904->5902,3,23785.92,10119.958548902196,0.680736068995587,0,two-sided corridor completion
1954->1952;1952->10889;10889->10623,3,37881.28,16102.262281222094,0.6801148126450678,0,downstream corridor extension
5885->5896;5896->10573;10573->5921,3,20262.08,8607.239469619555,0.6796727261658866,0,upstream corridor extension
5163->5152;5152->5128;5128->10547,3,30833.6,13077.535355780405,0.6786121818162216,0,upstream corridor extension
8478->12328;12328->12327;12327->12326,3,42065.840000000004,17711.82127434514,0.6736799749856944,0,upstream corridor extension
9004->8997;8997->6236;6236->6051,3,20482.32,8576.790295438386,0.6699858449971203,0,upstream corridor extension
8372->10601;10601->7043;7043->7042,3,33476.479999999996,13979.177433202236,0.6681312937657597,0,downstream corridor extension
6195->6285;6285->4428;4428->6286,3,31934.800000000003,13334.9200764652,0.6681072723907562,0,upstream corridor extension
10893->10894;10894->12594;12594->12593,3,45369.44,18864.046724658307,0.6652600243567761,0,upstream corridor extension
6286->10585;10585->2450;2450->6305,3,15416.8,6386.898854605307,0.6628507970116038,0,downstream corridor extension
8648->4434;4434->10575;10575->6260,3,40083.68,16565.575077659676,0.6612396896755858,0,downstream corridor extension
10568->8788;8788->5922;5922->5904,3,23565.68,9719.154411731273,0.6598853527150517,0,downstream corridor extension
10629->10623;10623->7670;7670->2086,3,66512.48,27253.06561635151,0.6555898229349202,0,downstream corridor extension
2450->10585;10585->6286;6286->4428,3,22244.239999999998,9027.855971762703,0.6493622418576821,0,upstream corridor extension
6305->2450;2450->10585;10585->6286,3,15416.8,6251.473155637695,0.6487959271068129,0,upstream corridor extension
10347->6386;6386->6379;6379->2425,3,20262.08,8216.173481916308,0.6487921067859812,0,upstream corridor extension
10607->10601;10601->8372;8372->7046,3,36559.84,14820.075006742682,0.6485838015371045,0,downstream corridor extension
10600->6968;6968->6978;6978->8375,3,32815.76,13295.820576373979,0.6482651299923685,0,downstream corridor extension
12327->12326;12326->12325;12325->8886,3,29291.920000000002,11857.127754687901,0.6476668107621707,0,downstream corridor extension
6391->9004;9004->8997;8997->6236,3,20262.08,8117.860001985782,0.6410287592970342,0,downstream corridor extension
7455->8371;8371->4431;4431->2084,3,33476.479999999996,13359.215725124335,0.6385003787793382,0,upstream corridor extension
10583->6267;6267->10582;10582->6261,3,31274.079999999998,12342.407244393627,0.6314446848965599,0,upstream corridor extension
8371->4431;4431->10607;10607->2847,3,26649.04,10474.540058624598,0.6288880985506178,0,upstream corridor extension
6282->4428;4428->6286;6286->6285,3,17178.72,6716.685524054227,0.6255819315110069,0,upstream corridor extension
10624->9624;9624->10629;10629->10623,3,58363.600000000006,22818.986120461122,0.625567610509595,0,upstream corridor extension
12593->1954;1954->1952;1952->10889,3,37440.8,14612.471552676561,0.6244512532927313,0,two-sided corridor completion
10600->6955;6955->10599;10599->6950,3,33256.24,12935.406504904913,0.6223388575451664,0,downstream corridor extension
10165->10612;10612->7450;7450->10611,3,33036.0,12807.349985773535,0.6202857481909934,0,downstream corridor extension
10608->7455;7455->8371;8371->4431,3,33256.24,12792.560900090342,0.6154663738337391,0,upstream corridor extension
12335->2745;2745->3979;3979->12332,3,17398.960000000003,6665.972720123182,0.6129996478063683,0,upstream corridor extension
7048->7046;7046->8372;8372->10601,3,33476.479999999996,12750.972914963702,0.6094295655917805,0,upstream corridor extension
6377->6376;6376->7138;7138->8751,3,28851.440000000002,10987.119362737227,0.6093072297389511,0,downstream corridor extension
10910->12660;12660->10909;10909->2229,3,58143.36,22111.968761472825,0.608481347110943,0,two-sided corridor completion
10344->8811;8811->6391;6391->9004,3,18940.64,7185.443773612864,0.6069863551485368,0,upstream corridor extension
6266->6272;6272->10577;10577->6145,3,34797.92,13199.425181384555,0.6069063981472252,0,upstream corridor extension
8695->7451;7451->10612;10612->7450,3,24666.88,9342.47217757144,0.6059929542817861,0,upstream corridor extension
12407->12400;12400->10827;10827->4468,3,33696.72,12742.851698990444,0.6050607512655448,0,downstream corridor extension
6968->10600;10600->6955;6955->10599,3,32595.52,12219.956173290379,0.5998348815194422,0,two-sided corridor completion
7042->7043;7043->10601;10601->8372,3,33476.479999999996,12496.81656653137,0.5972822264004518,0,upstream corridor extension
10819->10285;10285->12360;12360->2446,3,35238.4,13150.240670813782,0.5970868448426163,0,upstream corridor extension
10889->10623;10623->10629;10629->9625,3,42286.08,15701.17873853442,0.5940935168654808,0,downstream corridor extension
10600->6955;6955->10599;10599->7037,3,33256.24,12308.578822728216,0.5921813805879783,0,upstream corridor extension
10889->1952;1952->1954;1954->12593,3,37440.8,13820.785048952059,0.5906192196300104,0,downstream corridor extension
7451->10612;10612->7450;7450->10611,3,32595.520000000004,11988.611879014035,0.5884789997650737,0,two-sided corridor completion
5896->10573;10573->5921;5921->5904,3,27530.0,10122.187933472876,0.5882855319126991,0,two-sided corridor completion
10566->4430;4430->5794;5794->8408,3,28631.2,10507.60986361259,0.5871977347013099,0,two-sided corridor completion
5015->12336;12336->2745;2745->10542,3,15196.560000000001,5559.914637599043,0.5853866546217347,0,downstream corridor extension
6955->10600;10600->6968;6968->6978,3,33036.0,12083.684716316546,0.585237182047054,0,two-sided corridor completion
10344->8811;8811->6389;6389->6380,3,20702.56,7568.669282623757,0.5849455744699211,0,downstream corridor extension
4364->7424;7424->7513;7513->8082,3,20482.32,7481.665086125831,0.5844388788868317,0,two-sided corridor completion
6866->10595;10595->6847;6847->10594,3,28410.960000000003,10356.738988407373,0.5832531664347771,0,upstream corridor extension
5805->10567;10567->5802;5802->5567,3,23125.2,8423.208365199258,0.582789916814506,0,downstream corridor extension
12840->12758;12758->10352;10352->4305,3,30833.6,11193.03288275027,0.5808226289632231,0,upstream corridor extension
2069->10165;10165->10612;10612->7450,3,31934.800000000003,11553.679171067299,0.5788633927160237,0,two-sided corridor completion
8735->5803;5803->5805;5805->10567,3,16297.76,5851.449798595874,0.5744543837774884,0,upstream corridor extension
5896->5884;5884->10566;10566->8408,3,31053.839999999997,11135.69193366499,0.573748917810615,0,two-sided corridor completion
8757->8758;8758->4305;4305->10352,3,16518.0,5903.738638212555,0.5718598995725929,0,upstream corridor extension
10164->10165;10165->10612;10612->7450,3,31934.800000000003,11295.67921688511,0.5659370575991137,0,downstream corridor extension
4428->6286;6286->10585;10585->2450,3,22244.239999999998,7865.427916910861,0.5657502646553615,0,downstream corridor extension
8997->6236;6236->6051;6051->8791,3,24887.120000000003,8798.853741079547,0.5656808013834977,0,two-sided corridor completion
7020->10358;10358->1898;1898->7021,3,27530.0,9690.43260383503,0.5631925959366527,0,downstream corridor extension
6759->8756;8756->10347;10347->6386,3,22024.0,7741.780512839304,0.5624250281757577,0,upstream corridor extension
4459->12462;12462->12460;12460->12455,3,40083.68,14061.18112285674,0.5612730616692575,0,upstream corridor extension
5020->5019;5019->5017;5017->10543,3,35899.119999999995,12490.232221846738,0.5566813770074248,0,two-sided corridor completion
2825->2847;2847->10607;10607->10601,3,27530.0,9546.224692555383,0.5548114605190196,0,upstream corridor extension
7589->7587;7587->7586;7586->10621,3,33696.72,11677.50533963801,0.5544755852623288,0,downstream corridor extension
1952->10889;10889->10623;10623->10629,3,53298.08,18448.439541381027,0.5538192607728016,0,downstream corridor extension
12593->12594,1,7047.68,19489.934026982428,0.5530879389240836,0,upstream boundary-facing singleton
10612->7450;7450->10611;10611->7546,3,36780.08,12683.29242026234,0.5517461591279775,0,downstream corridor extension
10578->8399;8399->6186;6186->10577,3,24666.88,8482.776795354279,0.5502294117686082,0,two-sided corridor completion
7471->12487;12487->7112;7112->7073,3,24006.159999999996,8204.684295200937,0.5468385977733008,0,two-sided corridor completion
8408->10566;10566->4430;4430->5794,3,30613.36,10450.001768128866,0.546166864042568,0,downstream corridor extension
5019->5017;5017->5015;5015->12336,3,29512.160000000003,10069.823312405837,0.545934872264495,0,upstream corridor extension
5795->8769;8769->5797;5797->8771,3,23125.2,7887.841412175303,0.5457486317731516,0,two-sided corridor completion
10573->5921;5921->5904;5904->5902,3,24006.16,8170.771578290242,0.5445783301146201,0,downstream corridor extension
7590->7589;7589->7587;7587->7586,3,33476.479999999996,11380.98739332755,0.5439514497738138,0,downstream corridor extension
10539->12323;12323->12322;12322->8482,3,32155.04,10916.876358694932,0.5432119560078884,0,upstream corridor extension
2745->3979;3979->12332;12332->12331,3,25768.08,8744.885342612137,0.5429902634646981,0,two-sided corridor completion
6917->6761;6761->6759;6759->6379,3,22684.72,7665.821404604096,0.5406861644034642,0,two-sided corridor completion
8769->5797;5797->8771;8771->10561,3,25327.6,8521.432513422249,0.5383175674550924,0,downstream corridor extension
10802->10808;10808->10284;10284->12358,3,20482.32,6884.163617916975,0.537764364030401,0,two-sided corridor completion
4468->10827;10827->12400;12400->12406,3,33036.0,11030.956888011267,0.5342514535905688,0,downstream corridor extension
8811->6391;6391->9004;9004->8997,3,17619.2,5845.590983226427,0.5308382658215062,0,two-sided corridor completion
6978->6968;6968->10600;10600->6955,3,33036.0,10941.05978172928,0.5298975557200282,0,upstream corridor extension
10566->4430;4430->5794;5794->5528,3,31934.800000000003,10545.516192846995,0.5283523275096507,0,upstream corridor extension
10611->7546;7546->12591;12591->7527,3,31934.8,10538.92013918278,0.5280218514815326,0,upstream corridor extension
8371->4431;4431->8696;8696->2069,3,33696.72,11103.44155262089,0.5272176782842195,0,downstream corridor extension
7021->7020;7020->10358;10358->1898,3,30613.36,10078.161800758593,0.5267327363351736,0,two-sided corridor completion
10623->10629;10629->9625;9625->10630,3,44268.24,14562.816524318938,0.5263481547698825,0,downstream corridor extension
7451->8696;8696->4431;4431->8371,3,26208.56,8621.540291018377,0.5263343146525182,0,upstream corridor extension
6262->6258;6258->10581;10581->6256,3,28851.440000000002,9477.509261087916,0.5255895309814923,0,upstream corridor extension
6968->6978;6978->8375;8375->10602,3,33036.0,10847.736290734354,0.5253777111386054,0,downstream corridor extension
8953->4468;4468->10827,2,23125.199999999997,7448.18996276988,0.5233817951628984,1,upstream corridor extension
6267->10582;10582->6261;6261->8652,3,31934.8,10424.056891506902,0.5222669635135039,0,two-sided corridor completion
5805->10567;10567->8772;8772->5798,3,22244.239999999998,7257.854999844647,0.5220483145187894,0,two-sided corridor completion
6163->6142;6142->6138;6138->6133,3,33476.479999999996,10920.802409659973,0.5219570234222941,0,downstream corridor extension
10285->12360;12360->2446;2446->12359,3,30393.120000000003,9908.95044211946,0.5216417632474433,0,two-sided corridor completion
5267->10549;10549->5020;5020->5019,3,22684.72,7384.972432332086,0.5208773082379389,0,upstream corridor extension
8399->6186;6186->8398;8398->6282,3,31053.84,10066.846730285522,0.5186783588907792,0,upstream corridor extension
7670->10623;10623->10629;10629->9625,3,55060.0,17822.83249033151,0.5179173989199132,0,two-sided corridor completion
6802->12135;12135->10594;10594->6847,3,22684.72,7319.492628730226,0.5162588828942284,0,upstream corridor extension
7670->2086;2086->10629;10629->10623,3,66512.48,21370.157828630734,0.5140727353093612,0,downstream corridor extension
5152->5128;5128->10547;10547->4971,3,35458.64,11381.577527020712,0.5135708544725105,0,two-sided corridor completion
6286->4428;4428->6285;6285->6195,3,31934.800000000003,10178.913222801788,0.509984755078562,0,downstream corridor extension
4429->8386;8386->6272;6272->6266,3,33696.72,10725.460602708657,0.5092702483901653,0,downstream corridor extension
6261->10582;10582->6267;6267->10583,3,31274.079999999998,9950.973339124961,0.5090975447591085,0,downstream corridor extension
6265->6262;6262->6258;6258->6675,3,27750.239999999998,8827.892598757993,0.5089912072116418,0,downstream corridor extension
2450->6305;6305->6287;6287->10584,3,20922.8,6643.103034862902,0.5080087204284629,0,upstream corridor extension
6761->6759;6759->6379;6379->6386,3,21583.52,6800.984115167799,0.5041612574903667,0,downstream corridor extension
5335->5292;5292->10550;10550->5024,3,41625.36,13090.852793453409,0.5031875873151717,0,upstream corridor extension
6282->10578;10578->8399;8399->6186,3,29291.920000000002,9201.538604918933,0.502611702062217,0,upstream corridor extension
6262->6258;6258->6675;6675->10587,3,24666.88,7724.276947257031,0.5010298471315079,0,downstream corridor extension
8398->6282;6282->10578;10578->8399,3,33916.96,10576.537371968705,0.49893798840314485,0,downstream corridor extension
8402->6163;6163->6142;6142->6138,3,33696.72,10505.939179066834,0.4988468517561037,0,two-sided corridor completion
9005->10344;10344->8993;8993->8992,3,22024.0,6812.1376096633885,0.49488831163555314,0,two-sided corridor completion
6847->10594;10594->12135;12135->6802,3,28190.72,8710.380356005611,0.49436866350376923,0,downstream corridor extension
10907->10906;10906->10905;10905->2894,3,36119.36,11126.03181926399,0.49285621093016,0,downstream corridor extension
10629->10623;10623->10889;10889->10895,3,78845.92,24280.82216841863,0.49272448681516823,0,upstream corridor extension
6270->6265;6265->6262;6262->6258,3,33256.24,10236.299584542723,0.49248139101919997,0,two-sided corridor completion
7546->12591;12591->7527;7527->12588,3,28631.2,8799.843895581107,0.4917624910213254,0,two-sided corridor completion
2022->7021;7021->7020;7020->10358,3,36339.6,11064.021230881237,0.48713893299348315,0,upstream corridor extension
5019->5017;5017->10543;10543->12336,3,33916.96,10273.364980252836,0.4846361221172104,0,downstream corridor extension
10594->6847;6847->10595;10595->6866,3,28410.960000000003,8561.935532450729,0.48217648583226913,0,downstream corridor extension
8371->4431;4431->2084;2084->2069,3,33036.0,9952.28753710255,0.4820093249595616,0,two-sided corridor completion
7562->7563;7563->8322;8322->8324,3,19160.88,5755.430720553858,0.4805984460466415,0,upstream corridor extension
8385->10583;10583->6267;6267->10582,3,33036.0,9914.638163568212,0.48018588998998485,0,upstream corridor extension
4431->10607;10607->2847;2847->7045,3,18940.64,5681.410240931824,0.4799339613387361,0,two-sided corridor completion
10582->6261;6261->8652;8652->6263,3,29291.92,8773.725408327387,0.47924344506347905,0,downstream corridor extension
8372->7046;7046->7048;7048->2846,3,23345.44,6970.440167378814,0.47772516893260975,0,downstream corridor extension
7450->10611;10611->7546;7546->12591,3,30833.6,9192.803480678356,0.47702783875659577,0,downstream corridor extension
7587->7586;7586->10621;10621->7965,3,29512.16,8789.59858928694,0.47652756500571636,0,downstream corridor extension
10595->6847;6847->10594;10594->12135,3,33476.48,9945.257779817075,0.4753311115059684,0,two-sided corridor completion
10550->5024;5024->12127;12127->12112,3,26428.800000000003,7837.419685762627,0.4744775206297751,0,downstream corridor extension
7563->8322;8322->8324;8324->2050,3,16518.0,4898.17923344577,0.4744573661165536,0,two-sided corridor completion
8992->9005;9005->10344;10344->8811,3,25988.32,7695.983782242746,0.4738118528472943,0,two-sided corridor completion
7560->7590;7590->7589;7589->7587,3,33916.96,10038.844168717696,0.47357282816467977,0,downstream corridor extension
6145->10576;10576->8649;8649->6260,3,43607.52,12865.457078811549,0.472045448264393,0,downstream corridor extension
8300->5795;5795->8769;8769->5797,3,27530.0,8114.5955637137795,0.47160744286022693,0,upstream corridor extension
2825->2847;2847->10607;10607->8695,3,38101.52,11227.633110070607,0.47148284310213806,0,two-sided corridor completion
2847->10607;10607->8695;8695->7451,3,38101.52,11210.914605853497,0.47078078169494547,0,downstream corridor extension
4430->5794;5794->8408;8408->10566,3,37881.28,11084.214177240654,0.4681664052425116,0,downstream corridor extension
7044->2825;2825->2847;2847->10607,3,35899.12,10476.270106618234,0.4669204195141601,0,upstream corridor extension
10571->5870;5870->10570;10570->5866,3,33256.24,9689.286392754693,0.4661638906986332,0,two-sided corridor completion
4384->4385;4385->7006;7006->4386,3,21803.760000000002,6347.323255647927,0.46577825150509283,0,upstream corridor extension
10601->7043;7043->7042;7042->7040,3,33696.72,9808.464784154135,0.4657291170964597,0,downstream corridor extension
6377->2426;2426->6386;6386->10347,3,16958.48,4935.46369403485,0.46565151537494875,0,upstream corridor extension
10597->12185;12185->4386;4386->7006,3,21583.52,6273.592233781355,0.4650653634833507,0,upstream corridor extension
7965->10621;10621->7586;7586->7587,3,29512.16,8569.57737984837,0.4645991282155353,0,two-sided corridor completion
9004->8997;8997->6236;6236->6237,3,27089.52,7852.818921796657,0.4638144298929864,0,two-sided corridor completion
12491->7471;7471->12487;12487->7112,3,21363.28,6191.623083010198,0.463720783176381,0,upstream corridor extension
8696->4431;4431->8371;8371->7045,3,33696.72,9750.57656600122,0.46298044752135975,0,two-sided corridor completion
12591->7527;7527->12588;12588->4518,3,28410.96,8195.493763030376,0.4615398431045133,0,downstream corridor extension
6265->6262;6262->6258;6258->6257,3,34357.44,9905.930341735031,0.4613116852354555,0,upstream corridor extension
6379->6759;6759->6761;6761->6917,3,22684.72,6530.27025503941,0.46059340419732114,0,downstream corridor extension
7052->7456;7456->7455;7455->8371,3,32815.76,9427.330766581757,0.45964893778266336,0,downstream corridor extension
2086->7670;7670->10623;10623->10629,3,66512.48,19059.64043995653,0.45849177032536526,0,upstream corridor extension
6142->6138;6138->6133;6133->8648,3,26208.56,7498.158586832712,0.4577532584366458,0,downstream corridor extension
7631->10627;10627->7587;7587->7586,3,32595.52,9319.832474343159,0.4574779589019919,0,two-sided corridor completion
3979->12332;12332->12331;12331->8476,3,29952.640000000003,8560.92194538388,0.4573044350218948,0,downstream corridor extension
6743->10346;10346->6375;6375->6374,3,22024.0,6287.145807949325,0.4567486965455376,0,upstream corridor extension
4431->8371;8371->7045;7045->2847,3,25547.84,7292.634269050854,0.45672020924200896,0,downstream corridor extension
12660->10909;10909->2229;2229->10903,3,57262.399999999994,16208.359820560054,0.45288663613289154,0,downstream corridor extension
10606->7041;7041->10605;10605->10120,3,29071.68,8226.38189443037,0.45275027212354396,0,downstream corridor extension
8758->4305;4305->10352;10352->4051,3,21143.04,5957.727117783816,0.45085112587660553,0,two-sided corridor completion
12661->12660;12660->10909;10909->2229,3,65851.76,18490.566098735173,0.44926522477115693,0,downstream corridor extension
6376->6377;6377->6374;6374->10343,3,36339.6,10196.849882613587,0.44895815617623036,0,upstream corridor extension
5884->5885;5885->5896;5896->10573,3,17398.96,4859.610941616183,0.44688748675701845,0,upstream corridor extension
10622->7564;7564->7562;7562->10616,3,26869.28,7502.993588483825,0.44678494330976193,0,downstream corridor extension
10582->6267;6267->10583;10583->8385,3,33036.0,9180.611321301389,0.4446354920112066,0,downstream corridor extension
5870->10570;10570->5866;5866->10569,3,33036.0,9167.703499052763,0.4440103401890187,0,downstream corridor extension
6272->6266;6266->6263;6263->8652,3,31274.08,8663.82762514563,0.4432464264410978,0,downstream corridor extension
6258->6675;6675->10587;10587->6673,3,26208.559999999998,7251.818851774558,0.442714523912771,0,upstream corridor extension
12135->10594;10594->6847;6847->10595,3,27970.480000000003,7711.505678825566,0.44112253654999506,0,two-sided corridor completion
10625->10630;10630->9625;9625->10629,3,44488.48,12264.380022689702,0.44108065810078295,0,downstream corridor extension
6978->8375;8375->10602;10602->6999,3,33256.24,9161.221462599495,0.44075801534266024,0,downstream corridor extension
5128->10547;10547->4971;4971->8703,3,38101.52,10471.226687137756,0.43971901119483975,0,downstream corridor extension
7424->7513;7513->8082;8082->8083,3,25988.32,7140.603000153336,0.4396192135638371,0,downstream corridor extension
8381->10589;10589->6707;6707->6704,3,34137.2,9368.65549069266,0.439105983651508,0,two-sided corridor completion
7589->7590;7590->7560;7560->4378,3,23785.92,6519.786019805937,0.4385643957303102,0,downstream corridor extension
12462->12460;12460->12455;12455->10841,3,58583.84,15929.680417147163,0.4350600552547505,0,two-sided corridor completion
6673->10587;10587->6675;6675->6672,3,32815.76,8912.947050844414,0.4345690997664251,0,downstream corridor extension
8652->6261;6261->10582;10582->6267,3,31934.8,8667.059165854398,0.43423771764241637,0,two-sided corridor completion
6377->6374;6374->10343;10343->5167,3,37440.8,10152.40210672688,0.4338540675082532,0,two-sided corridor completion
