rank_within_available_evaluations,mode,source,repair_cost_usd,budget_remaining_usd,repaired_station_count,repaired_stations,repaired_road_component_count,served_total,served_ev,served_non_ev,finite_system_time_min,physical_in_vehicle_time_min,physical_wait_vehicle_min,physical_service_vehicle_min,unstable_station_entries,potential_total,potential_ev,ev_completion_target,ev_target_shortfall,ev_target_rate,ev_target_feasible,completion_shortfall,completion_rate,completion_feasible,queue_feasible,hard_feasible,feasibility_violation,max_station_utilization,station_utilization_violation,unstable_station_count,nonfinite_wait_station_count
239,focus_e0abbcfe9a,BIHMH gen 12 focus / add_fix,4999579.76,420.2400000002235,3,C4;C5;C7,205,233415.88529642497,9879.695296424967,223536.19,7087538.077286927,7068885.883131081,32.80496668585435,18619.3891891597,0.0,233459.63164342,9923.44164342,9828.718095582499,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7886323347908792,0.0,0,0
240,focus_e0abbcfe9a,BIHMH gen 13 focus / crossover_fix,4999579.76,420.2400000002235,3,C4;C5;C7,206,233415.88529642497,9879.695296424967,223536.19,7087555.068114621,7068902.8715344975,32.80459915631509,18619.391980966342,0.0,233459.63164342,9923.44164342,9828.718095582499,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7886317777631354,0.0,0,0
241,focus_e0abbcfe9a,BIHMH gen 11 focus / add_fix,4999579.76,420.2400000002235,3,C4;C5;C7,203,233415.88529642497,9879.695296424967,223536.19,7087717.813357746,7069065.601194371,32.808576719031834,18619.403586656743,0.0,233459.63164342,9923.44164342,9828.718095582499,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.788640736214279,0.0,0,0
242,focus_e0abbcfe9a,BIHMH gen 18 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,204,233415.88529642497,9879.695296424967,223536.19,7087728.742651773,7069076.6490126215,32.81546270582118,18619.27817644563,0.0,233459.63164342,9923.44164342,9828.718095582499,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7886461011781157,0.0,0,0
243,focus_e0abbcfe9a,BIHMH gen 17 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,204,233415.88529642497,9879.695296424967,223536.19,7088532.400048557,7069880.18880979,32.80777598418672,18619.403462782328,0.0,233459.63164342,9923.44164342,9828.718095582499,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7886392788952857,0.0,0,0
244,focus_e0abbcfe9a,BIHMH gen 10 focus / mip_intensify,4999800.0,200.0,3,C4;C5;C7,183,233415.88529642497,9879.695296424967,223536.19,7089187.461324836,7070536.373449817,32.9051703662939,18618.182704652787,0.0,233459.63164342,9923.44164342,9828.718095582499,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7887425334974214,0.0,0,0
245,focus_1392cdb628,BIHMH gen 1 focus / remove_fix,4999980.16,19.83999999985099,3,C2;C5;C7,942,235533.58653284246,9804.416532842466,225729.16999999998,7089347.187984215,7070655.798019535,48.71417347027324,18642.67579120914,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8076074736266347,0.0,0,0
246,focus_e0abbcfe9a,BIHMH gen 15 focus / crossover_fix,4999579.76,420.2400000002235,3,C4;C5;C7,299,233415.88529642497,9879.695296424967,223536.19,7089383.8043507645,7070728.818751043,32.0566428218458,18622.928956899344,0.0,233459.63164342,9923.44164342,9828.718095582499,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7872756847590772,0.0,0,0
247,focus_e0abbcfe9a,BIHMH gen 10 focus / crossover_fix,4999800.0,200.0,3,C4;C5;C7,264,233415.88529642497,9879.695296424967,223536.19,7089578.119506152,7070927.713573882,33.05675752532259,18617.349174744515,0.0,233459.63164342,9923.44164342,9828.718095582499,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7890118296227742,0.0,0,0
248,focus_e0abbcfe9a,BIHMH gen 19 focus / station_capacity_fix,4999738.4,261.59999999962747,4,C2;C4;C5;C7,165,233415.88529642497,9879.695296424967,223536.19,7090341.064890531,7071693.2981314305,33.051566945750366,18614.715192155207,0.0,233459.63164342,9923.44164342,9828.718095582499,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7888728992374829,0.0,0,0
249,focus_e0abbcfe9a,BIHMH gen 12 focus / crossover_fix,4999579.76,420.2400000002235,3,C4;C5;C7,346,233415.88529642497,9879.695296424967,223536.19,7091922.959500884,7073269.247127177,31.974371751340254,18621.738001955044,0.0,233459.63164342,9923.44164342,9828.718095582499,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7870484673420752,0.0,0,0
250,focus_1392cdb628,BIHMH gen 5 focus / swap_fix,4999539.68,460.320000000298,3,C2;C5;C7,939,235533.58653284246,9804.416532842466,225729.16999999998,7094052.25815844,7075361.109044334,48.658208864671494,18642.49090524138,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8075614883199638,0.0,0,0
251,focus_1392cdb628,BIHMH gen 7 focus / swap_fix,4999539.68,460.320000000298,3,C2;C5;C7,937,235533.58653284246,9804.416532842466,225729.16999999998,7095670.071467941,7076978.805677395,48.685192095333015,18642.580598450408,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8075836696829507,0.0,0,0
252,focus_1392cdb628,BIHMH gen 5 focus / remove_fix,4999759.92,240.0800000000745,3,C2;C5;C7,942,235533.58653284246,9804.416532842466,225729.16999999998,7096804.408751739,7078112.9167412575,48.723187792478015,18642.768822689617,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8076150926819746,0.0,0,0
253,focus_1392cdb628,BIHMH gen 3 focus / swap_fix,4999949.359999999,50.64000000059605,3,C1;C5;C7,923,235533.58653284246,9804.416532842466,225729.16999999998,7104968.615870666,7086245.54569241,48.1210319103793,18674.94914634485,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8071220431636784,0.0,0,0
254,focus_1392cdb628,BIHMH gen 3 focus / remove_fix,4999508.88,491.12000000011176,3,C1;C5;C7,920,235533.58653284246,9804.416532842466,225729.16999999998,7106803.165256225,7088080.740832453,47.726442114460546,18674.69798165704,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8067975972753663,0.0,0,0
255,focus_1392cdb628,BIHMH gen 1 focus / swap_fix,4999949.359999999,50.64000000059605,3,C1;C5;C7,923,235533.58653284246,9804.416532842466,225729.16999999998,7109149.896981383,7090429.492268978,48.17580863555344,18672.228903769144,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8071668975878206,0.0,0,0
256,focus_1392cdb628,BIHMH gen 8 focus / swap_fix,4999729.12,270.87999999988824,3,C1;C5;C7,920,235533.58653284246,9804.416532842466,225729.16999999998,7109570.036511839,7090847.153660804,47.93485416881087,18674.947996866682,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8069693801207896,0.0,0,0
257,focus_34131532b6,BIHMH gen 55 focus / crossover_fix,4999800.0,200.0,3,C4;C5;C7,237,236414.49598805996,10101.615988059973,226312.88,7111866.9593671085,7093083.179965856,22.8413136103607,18760.938087642262,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7802865315718994,0.0,0,0
258,focus_34131532b6,BIHMH gen 50 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,222,236414.49598805996,10101.615988059973,226312.88,7112233.958426847,7093452.005398489,22.91382164870521,18759.03920671004,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803967141964312,0.0,0,0
259,focus_34131532b6,BIHMH gen 54 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,222,236414.49598805996,10101.615988059973,226312.88,7113544.707294833,7094762.6169392085,22.90478788552526,18759.18556773886,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803826665349936,0.0,0,0
260,focus_1392cdb628,BIHMH gen 3 focus / swap_fix,4999508.88,491.12000000011176,3,C1;C5;C7,925,235533.58653284246,9804.416532842466,225729.16999999998,7114218.07733182,7095494.764821118,47.71233265613405,18675.600178046523,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8067877183915864,0.0,0,0
261,focus_34131532b6,BIHMH gen 55 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,221,236414.49598805996,10101.615988059973,226312.88,7114682.00589933,7095899.939532216,22.906650738402863,18759.15971637492,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803855398899351,0.0,0,0
262,focus_e0abbcfe9a,BIHMH gen 11 focus / add_fix,4999958.64,41.360000000335276,4,C2;C4;C5;C7,181,233415.88529642497,9879.695296424967,223536.19,7114773.807955427,7096122.309311418,32.26796212620539,18619.2306818836,0.0,233459.63164342,9923.44164342,9828.718095582499,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7874912231790216,0.0,0,0
263,focus_34131532b6,BIHMH gen 52 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,219,236414.49598805996,10101.615988059973,226312.88,7115376.711124827,7096593.660410403,22.88403896318605,18760.166675460834,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803516823053415,0.0,0,0
264,focus_34131532b6,BIHMH gen 55 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,230,236414.49598805996,10101.615988059973,226312.88,7115876.413642931,7097093.686033001,22.904399000228075,18759.823210929895,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803832654030076,0.0,0,0
265,focus_34131532b6,BIHMH gen 52 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,232,236414.49598805996,10101.615988059973,226312.88,7116037.01747718,7097254.364955839,22.909741251025533,18759.742780090633,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803915247849439,0.0,0,0
266,focus_34131532b6,BIHMH gen 51 focus / add_fix,4999579.76,420.2400000002235,3,C4;C5;C7,191,236414.49598805996,10101.615988059973,226312.88,7116368.954771976,7097587.226164867,22.94178203130849,18758.786825077488,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7804383013042766,0.0,0,0
267,focus_34131532b6,BIHMH gen 58 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,230,236414.49598805996,10101.615988059973,226312.88,7116381.514954767,7097598.8177268915,22.90626552327147,18759.790962352152,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803861379891093,0.0,0,0
268,focus_e0abbcfe9a,BIHMH gen 13 focus / mip_intensify,4999958.64,41.360000000335276,4,C2;C4;C5;C7,161,233415.88529642497,9879.695296424967,223536.19,7116414.839551762,7097762.69315042,32.19025097881373,18619.95615036345,0.0,233459.63164342,9923.44164342,9828.718095582499,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7873658272183068,0.0,0,0
269,focus_34131532b6,BIHMH gen 56 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,231,236414.49598805996,10101.615988059973,226312.88,7116449.474655971,7097666.746065458,22.904069203804035,18759.824521308357,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803827462879772,0.0,0,0
270,focus_34131532b6,BIHMH gen 53 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,231,236414.49598805996,10101.615988059973,226312.88,7116465.391491276,7097682.662358949,22.903918609861464,18759.825213716842,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803825070099997,0.0,0,0
271,focus_34131532b6,BIHMH gen 59 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,231,236414.49598805996,10101.615988059973,226312.88,7116466.074132075,7097683.281115707,22.912079733440436,18759.8809366341,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803957808958828,0.0,0,0
272,focus_34131532b6,BIHMH gen 54 focus / crossover_fix,4999800.0,200.0,3,C4;C5;C7,230,236414.49598805996,10101.615988059973,226312.88,7116566.861992422,7097784.0468330905,22.910250926963744,18759.904908403973,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803929520141046,0.0,0,0
273,focus_34131532b6,BIHMH gen 56 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,230,236414.49598805996,10101.615988059973,226312.88,7116569.653227848,7097786.837368521,22.910246000014734,18759.905613327737,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803929457448472,0.0,0,0
274,focus_34131532b6,BIHMH gen 56 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,213,236414.49598805996,10101.615988059973,226312.88,7116621.576978352,7097838.986385447,22.818335471165117,18759.772257433753,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7802445729565418,0.0,0,0
275,focus_34131532b6,BIHMH gen 53 focus / add_fix,4999579.76,420.2400000002235,3,C4;C5;C7,231,236414.49598805996,10101.615988059973,226312.88,7116655.782930375,7097872.92992006,22.897939017756162,18759.955071297467,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803734718956736,0.0,0,0
276,focus_34131532b6,BIHMH gen 52 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,190,236414.49598805996,10101.615988059973,226312.88,7116718.3293253165,7097936.668626206,22.94571181891739,18758.714987291896,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7804442928985336,0.0,0,0
277,focus_34131532b6,BIHMH gen 53 focus / add_fix,4999579.76,420.2400000002235,3,C4;C5;C7,230,236414.49598805996,10101.615988059973,226312.88,7116724.304650972,7097941.510136421,22.911977202492118,18759.882537348363,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803956212114892,0.0,0,0
278,focus_34131532b6,BIHMH gen 57 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,220,236414.49598805996,10101.615988059973,226312.88,7116736.261612876,7097954.357511672,22.92442163645977,18758.97967956745,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7804132934906337,0.0,0,0
279,focus_34131532b6,BIHMH gen 54 focus / add_fix,4999579.76,420.2400000002235,3,C4;C5;C7,221,236414.49598805996,10101.615988059973,226312.88,7116755.850760493,7097973.92437394,22.916399350493997,18759.009987203506,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7804007226323361,0.0,0,0
280,focus_34131532b6,BIHMH gen 57 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,212,236414.49598805996,10101.615988059973,226312.88,7116788.671909235,7098005.98463027,22.82455734875985,18759.862721616108,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7802549230547652,0.0,0,0
281,focus_34131532b6,BIHMH gen 54 focus / add_fix,4999579.76,420.2400000002235,3,C4;C5;C7,213,236414.49598805996,10101.615988059973,226312.88,7117116.039515035,7098333.206445673,22.877925229153092,18759.955144133528,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803406632862,0.0,0,0
282,focus_34131532b6,BIHMH gen 52 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,221,236414.49598805996,10101.615988059973,226312.88,7117501.345114274,7098719.276784211,22.906180625886517,18759.162149437096,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803847971334551,0.0,0,0
283,focus_34131532b6,BIHMH gen 58 focus / crossover_fix,4999579.76,420.2400000002235,3,C4;C5;C7,214,236414.49598805996,10101.615988059973,226312.88,7117527.207492343,7098745.616256167,22.992407077304282,18758.598829099043,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7805186355371421,0.0,0,0
284,focus_34131532b6,BIHMH gen 50 focus / crossover_fix,4999800.0,200.0,3,C4;C5;C7,214,236414.49598805996,10101.615988059973,226312.88,7117586.012767167,7098802.693707975,22.844643303673383,18760.474415887853,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7802895719009865,0.0,0,0
285,focus_34131532b6,BIHMH gen 54 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,194,236414.49598805996,10101.615988059973,226312.88,7117825.2264453545,7099042.196802151,22.853118270627462,18760.176524932333,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803020960187028,0.0,0,0
286,focus_34131532b6,BIHMH gen 57 focus / add_fix,4999579.76,420.2400000002235,3,C4;C5;C7,220,236414.49598805996,10101.615988059973,226312.88,7117992.777028163,7099210.483208854,22.885087188867256,18759.40873212007,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.780351945385365,0.0,0,0
287,focus_34131532b6,BIHMH gen 59 focus / add_fix,4999579.76,420.2400000002235,3,C4;C5;C7,199,236414.49598805996,10101.615988059973,226312.88,7118309.646091976,7099526.791993033,22.874761637202223,18759.979337306213,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803361176237616,0.0,0,0
288,focus_34131532b6,BIHMH gen 57 focus / crossover_fix,4999800.0,200.0,3,C4;C5;C7,222,236414.49598805996,10101.615988059973,226312.88,7118432.23838714,7099649.483291052,22.92689238065511,18759.82820370765,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7804193432112945,0.0,0,0
289,focus_34131532b6,BIHMH gen 58 focus / add_fix,4999579.76,420.2400000002235,3,C4;C5;C7,177,236414.49598805996,10101.615988059973,226312.88,7118671.4417848345,7099889.265166411,22.919026515930554,18759.25759190706,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7804035646244106,0.0,0,0
290,focus_34131532b6,BIHMH gen 55 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,213,236414.49598805996,10101.615988059973,226312.88,7118753.899515712,7099970.671166649,22.86807704657132,18760.360272016147,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803267418440372,0.0,0,0
291,focus_34131532b6,BIHMH gen 51 focus / mip_intensify,4999800.0,200.0,3,C4;C5;C7,192,236414.49598805996,10101.615988059973,226312.88,7118963.239237158,7100181.301073803,22.936272390553565,18759.00189096476,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7804304040208385,0.0,0,0
292,focus_34131532b6,BIHMH gen 59 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,213,236414.49598805996,10101.615988059973,226312.88,7118996.296494466,7100213.187556663,22.869706335900208,18760.23923146772,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803288934296496,0.0,0,0
293,focus_34131532b6,BIHMH gen 53 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,193,236414.49598805996,10101.615988059973,226312.88,7119074.09618585,7100292.35712305,22.952359636970314,18758.78670316279,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7804552461862194,0.0,0,0
294,focus_34131532b6,BIHMH gen 51 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,229,236414.49598805996,10101.615988059973,226312.88,7119180.745050147,7100397.937001891,22.91100392212721,18759.89704433383,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803941230070734,0.0,0,0
295,focus_34131532b6,BIHMH gen 54 focus / crossover_fix,4999800.0,200.0,3,C4;C5;C7,216,236414.49598805996,10101.615988059973,226312.88,7119191.286159435,7100408.356379405,22.87875576009056,18760.05102427047,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.78034291346931,0.0,0,0
296,focus_34131532b6,BIHMH gen 58 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,213,236414.49598805996,10101.615988059973,226312.88,7119196.872484122,7100414.283038044,22.82238364743147,18759.7670624303,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7802509948969999,0.0,0,0
297,focus_34131532b6,BIHMH gen 55 focus / add_fix,4999579.76,420.2400000002235,3,C4;C5;C7,230,236414.49598805996,10101.615988059973,226312.88,7119308.256582586,7100525.554712689,22.905989669736428,18759.795880227615,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803857024579622,0.0,0,0
298,focus_34131532b6,BIHMH gen 59 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,231,236414.49598805996,10101.615988059973,226312.88,7119389.953980472,7100607.174532905,22.912748368992688,18759.866699197017,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.780396805135924,0.0,0,0
299,focus_e0abbcfe9a,BIHMH gen 11 focus / add_fix,4999958.64,41.360000000335276,4,C2;C4;C5;C7,181,233415.88529642497,9879.695296424967,223536.19,7119417.530922374,7100765.994407175,32.26175468461546,18619.27476051406,0.0,233459.63164342,9923.44164342,9828.718095582499,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7874811902354948,0.0,0,0
300,focus_34131532b6,BIHMH gen 52 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,212,236414.49598805996,10101.615988059973,226312.88,7119452.512602971,7100669.481538036,22.86815619404347,18760.16290874135,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803260936470033,0.0,0,0
301,focus_34131532b6,BIHMH gen 57 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,213,236414.49598805996,10101.615988059973,226312.88,7119472.301020725,7100689.381555909,22.867738193814528,18760.051726621492,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803250122967325,0.0,0,0
302,focus_34131532b6,BIHMH gen 56 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,213,236414.49598805996,10101.615988059973,226312.88,7119554.0749421455,7100771.259637571,22.879294739946978,18759.936009834186,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803433324152951,0.0,0,0
303,focus_34131532b6,BIHMH gen 58 focus / add_fix,4999579.76,420.2400000002235,3,C4;C5;C7,231,236414.49598805996,10101.615988059973,226312.88,7119567.281439744,7100784.502871732,22.912783674287635,18759.865784337882,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803968593057637,0.0,0,0
304,focus_34131532b6,BIHMH gen 57 focus / add_fix,4999579.76,420.2400000002235,3,C4;C5;C7,228,236414.49598805996,10101.615988059973,226312.88,7119586.357613113,7100803.676945075,22.907727870644763,18759.77294016594,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803883895478677,0.0,0,0
305,focus_34131532b6,BIHMH gen 51 focus / mip_intensify,4999800.0,200.0,3,C4;C5;C7,185,236414.49598805996,10101.615988059973,226312.88,7119610.348380441,7100828.213401461,22.917068897050022,18759.217910082996,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7804002801186308,0.0,0,0
306,focus_34131532b6,BIHMH gen 50 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,212,236414.49598805996,10101.615988059973,226312.88,7119680.341403987,7100897.107028311,22.86780809283715,18760.366567583304,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803263195844118,0.0,0,0
307,focus_34131532b6,BIHMH gen 56 focus / add_fix,4999579.76,420.2400000002235,3,C4;C5;C7,212,236414.49598805996,10101.615988059973,226312.88,7119705.497960944,7100922.363630787,22.865434975996664,18760.26889518079,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803222807890068,0.0,0,0
308,focus_34131532b6,BIHMH gen 55 focus / add_fix,4999579.76,420.2400000002235,3,C4;C5;C7,229,236414.49598805996,10101.615988059973,226312.88,7119731.5958427815,7100948.905671323,22.906781722403448,18759.783389735647,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803869342732377,0.0,0,0
309,focus_34131532b6,BIHMH gen 55 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,229,236414.49598805996,10101.615988059973,226312.88,7119868.942051533,7101086.026771447,22.898502645906557,18760.01677744029,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.780374540002549,0.0,0,0
310,focus_34131532b6,BIHMH gen 52 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,212,236414.49598805996,10101.615988059973,226312.88,7119887.089176465,7101103.983491583,22.881007821932467,18760.224677059756,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7803470289278703,0.0,0,0
311,focus_34131532b6,BIHMH gen 52 focus / add_fix,4999579.76,420.2400000002235,3,C4;C5;C7,190,236414.49598805996,10101.615988059973,226312.88,7119988.958191766,7101206.727489563,22.93425362255049,18759.29644858073,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7804291482094666,0.0,0,0
312,focus_34131532b6,BIHMH gen 53 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,212,236414.49598805996,10101.615988059973,226312.88,7120015.894774286,7101233.301709295,22.822941554190912,18759.770123437058,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7802519042519828,0.0,0,0
313,focus_34131532b6,BIHMH gen 50 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,212,236414.49598805996,10101.615988059973,226312.88,7120040.468380988,7101257.8487955835,22.829030295837413,18759.79055510872,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7802618915248453,0.0,0,0
314,focus_34131532b6,BIHMH gen 50 focus / add_fix,4999800.0,200.0,3,C4;C5;C7,213,236414.49598805996,10101.615988059973,226312.88,7120081.133524247,7101298.74767502,22.829739326207086,18759.55610990025,0.0,236461.27039319,10148.39039319,10051.519612121783,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.7802622411678506,0.0,0,0
