road_component_id,source_init_node,source_term_node,edge_count,edge_indices,length_miles,lanes,lane_miles,max_flood_depth_mm,minimum_capacity_retention_ratio,contains_closed_edge,repair_cost_usd,baseline_component_flow_veh_per_period,same_flow_vehicle_min_saving,capacity_loss_proxy_vehicle_min,closed_link_proxy_vehicle_min,impact_score,impact_per_dollar,capacity_loss_fraction,depth_norm,impact_norm,flow_norm,severity_index,severe_for_warmstart,upstream_candidate_count,downstream_candidate_count,upstream_severe_count,downstream_severe_count,upstream_boundary,downstream_boundary,boundary_end_count,interior_severe_segment,warmstart_singleton_score
5805->10567,5805,10567,1,"(10279,)",0.24,1,0.24,127.0,0.564,False,5285.76,4875.717648474244,3778.0732555645495,1093.2752030064535,0.0,3865.535271805066,0.7313111590017454,0.43600000000000005,0.42333333333333334,0.7963003625951243,0.9258706818912209,0.5687438436343261,True,4,4,4,4,False,False,0,True,0.14626223180034909
10577->6145,10577,6145,1,"(20129,)",0.56,1,0.56,127.0,0.564,False,12333.44,4977.676509945227,8769.257489035619,2916.8387920037444,0.0,9002.60459239592,0.729934599949075,0.43600000000000005,0.42333333333333334,0.8795778924522352,0.9281266095734212,0.5939526953596793,True,4,4,4,4,False,False,0,True,0.145986919989815
10601->8372,10601,8372,1,"(20250,)",0.5,1,0.5,228.6,0.463,False,11012.0,1515.733136719174,7910.643898368748,1017.4358680227454,0.0,7992.038767810567,0.7257572437169059,0.5369999999999999,0.762,0.8678484240846549,0.7985381356413574,0.6805583407895321,True,4,4,4,4,False,False,0,True,0.14515144874338118
10629->10623,10629,10623,1,"(20380,)",1.0,1,1.0,177.8,0.509,False,22024.0,3234.619677287256,15714.022259740954,3285.9274376856056,0.0,15976.896454755803,0.7254311866489195,0.491,0.5926666666666667,0.9360884142014699,0.8811426979888776,0.659324127392662,True,4,4,4,4,False,False,0,True,0.1450862373297839
12335->2745,12335,2745,1,"(25845,)",0.07,1,0.07,127.0,0.564,False,1541.68,4849.86977029517,1079.8065895688753,317.18148297730414,0.0,1105.1811082070597,0.7168680324107853,0.43600000000000005,0.42333333333333334,0.673005161152552,0.925291280574816,0.5316973430699139,True,4,4,4,4,False,False,0,True,0.14337360648215708
10573->5896,10573,5896,1,"(20109,)",0.43,1,0.43,127.0,0.564,False,9470.32,4798.000867165359,6532.153376042276,1861.0949018817134,0.0,6681.040968192813,0.7054715118594528,0.43600000000000005,0.42333333333333334,0.8501984051333,0.9241192243254498,0.5847381106392017,True,4,4,4,4,False,False,0,True,0.14109430237189055
1909->12641,1909,12641,1,"(1791,)",1.16,1,1.16,127.0,0.564,False,25547.839999999997,4472.965807897734,17739.650076983045,3016.3295826698104,0.0,17980.95644359663,0.7038151344143627,0.43600000000000005,0.42333333333333334,0.9477300540400506,0.9164729800846686,0.6132329808871486,True,4,3,4,3,False,False,0,True,0.14076302688287254
2745->10542,2745,10542,1,"(4055,)",0.14,1,0.14,127.0,0.564,False,3083.36,4896.384993007774,2049.2296816175194,717.300815935667,0.0,2106.6137468923725,0.683220171141992,0.43600000000000005,0.42333333333333334,0.7365168175117328,0.9263317521731846,0.550854887137505,True,4,3,4,3,False,False,0,True,0.1366440342283984
1952->1954,1952,1954,1,"(1944,)",0.3,1,0.3,127.0,0.564,False,6607.2,4396.654980844161,4442.602433205946,734.1478359503187,0.0,4501.3342600819715,0.6812771310210031,0.43600000000000005,0.42333333333333334,0.8112991107765902,0.9145973266291673,0.5721161325625604,True,4,4,4,4,False,False,0,True,0.1362554262042006
8081->2863,8081,2863,1,"(15034,)",0.16,1,0.16,127.0,0.564,False,3523.84,4720.378003894329,2344.716203703584,658.5871391033368,0.0,2397.403174831851,0.6803382602024641,0.43600000000000005,0.42333333333333334,0.7492505026953036,0.9223413389803469,0.5542759513732924,True,1,4,1,4,False,False,0,True,0.13606765204049284
10573->5921,10573,5921,1,"(20112,)",0.32,1,0.32,127.0,0.564,False,7047.68,4721.701571499498,4582.5985950771865,1362.9761446667792,0.0,4691.636686650529,0.6656994481376182,0.43600000000000005,0.42333333333333334,0.8153777972487689,0.9223718984064322,0.5741171956819405,True,4,6,4,6,False,False,0,True,0.13313988962752363
8811->6389,8811,6389,1,"(16110,)",0.19,1,0.19,177.8,0.509,False,4184.56,3012.4881477712934,2711.89991152874,526.9406611979699,0.0,2754.055164424578,0.6581468934426983,0.491,0.5926666666666667,0.7629090658861446,0.8733885532582323,0.6065949084249999,True,4,3,4,3,False,False,0,True,0.13162937868853966
8372->10601,8372,10601,1,"(15360,)",0.5,1,0.5,228.6,0.463,False,11012.0,1355.5736966472941,7024.483683288631,909.928843874496,0.0,7097.2779907985905,0.6445039948055385,0.5369999999999999,0.762,0.8561519811490739,0.7863712443816832,0.6758327187828903,True,4,4,4,4,False,False,0,True,0.1289007989611077
6374->6377,6374,6377,1,"(11242,)",0.7,1,0.7,127.0,0.564,False,15416.8,4674.281885531577,9663.35624229049,2951.5672375122153,0.0,9899.481621291468,0.6421229841012057,0.43600000000000005,0.42333333333333334,0.8889334078405954,0.9212716610596816,0.5960738551248135,True,6,4,6,4,False,False,0,True,0.12842459682024115
8771->5797,8771,5797,1,"(15976,)",0.05,1,0.05,127.0,0.564,False,1101.2,4699.652062077878,685.354174424198,219.54088918563804,0.0,702.917445559049,0.6383195110416355,0.43600000000000005,0.42333333333333334,0.6284723301283865,0.921861683745066,0.5179945340796892,True,4,4,4,4,False,False,0,True,0.1276639022083271
4305->8758,4305,8758,1,"(6405,)",0.09,1,0.09,127.0,0.564,False,1982.1599999999999,4685.169703993149,1219.6501556010364,393.9558411100525,0.0,1251.1666228898407,0.6312137379877714,0.43600000000000005,0.42333333333333334,0.6852181482039237,0.921525265334995,0.5349846376613433,True,4,3,4,3,False,False,0,True,0.12624274759755427
10347->6386,10347,6386,1,"(19119,)",0.32,1,0.32,152.4,0.509,False,7047.68,3728.1713765951035,4345.648324878232,1211.938524187495,0.0,4442.603406813232,0.6303639505217649,0.491,0.508,0.8100054779721964,0.8966205898755536,0.6061137023792142,True,3,4,3,4,False,False,0,True,0.126072790104353
5019->5017,5019,5017,1,"(8613,)",0.35,1,0.35,127.0,0.564,False,7708.4,4680.07362633977,4724.088464573925,1530.384075813105,0.0,4846.519190638974,0.6287321870477627,0.43600000000000005,0.42333333333333334,0.8185770561587422,0.9214066384906497,0.5749804473633543,True,4,4,4,4,False,False,0,True,0.12574643740955255
2847->10607,2847,10607,1,"(4352,)",0.4,1,0.4,228.6,0.463,False,8809.6,1232.3828034190649,5499.24316842485,441.1930436240251,0.0,5534.538611914772,0.6282394900920328,0.5369999999999999,0.762,0.8316531075950189,0.7759918342354623,0.6674451157020518,True,3,4,3,4,False,False,0,True,0.12564789801840656
6763->4305,6763,4305,1,"(12022,)",0.03,1,0.03,127.0,0.564,False,660.72,4678.2111406133035,404.32841872486574,131.1235751126186,0.0,414.8183047338752,0.6278276800064705,0.43600000000000005,0.42333333333333334,0.5766089653060708,0.9213632511934144,0.5023856813778294,True,4,4,4,4,False,False,0,True,0.1255655360012941
10623->10889,10623,10889,1,"(20351,)",0.42,1,0.42,152.4,0.509,False,9250.08,3836.0435843700607,5633.913068251509,1898.5653791251054,0.0,5785.798298581517,0.6254862983435296,0.491,0.508,0.8360265396564195,0.8997295776870222,0.6142309196656282,True,4,3,4,3,False,False,0,True,0.12509725966870594
6336->2450,6336,2450,1,"(11105,)",0.06,1,0.06,127.0,0.564,False,1321.44,4759.564458437385,783.3444509004386,298.8244949585328,0.0,807.2504104971212,0.6108869191920338,0.43600000000000005,0.42333333333333334,0.6420891737102435,0.9232424946684441,0.5222176682465842,True,4,4,4,4,False,False,0,True,0.12217738383840676
6916->2815,6916,2815,1,"(12249,)",0.19,1,0.19,127.0,0.564,False,4184.56,4639.540235201395,2483.929376361127,823.5846708944649,0.0,2549.816150032684,0.609339130047767,0.43600000000000005,0.42333333333333334,0.755320477988887,0.920458474914805,0.5559086575548132,True,5,4,5,4,False,False,0,True,0.1218678260095534
12327->12326,12327,12326,1,"(25817,)",0.81,1,0.81,88.9,0.637,False,17839.440000000002,5822.562219785149,10519.393962447946,3021.190534382519,0.0,10761.089205198548,0.6032190026816171,0.363,0.29633333333333334,0.8971547250047565,0.9452161678404143,0.549984700952135,True,4,4,4,4,False,False,0,True,0.12064380053632343
6924->2815,6924,2815,1,"(12268,)",0.05,1,0.05,127.0,0.564,False,1101.2,4481.078075666717,640.4188932290147,183.16406634287708,0.0,655.0720185364448,0.5948710665968442,0.43600000000000005,0.42333333333333334,0.6215372976678268,0.916670488171806,0.5153949047841954,True,3,4,3,4,False,False,0,True,0.11897421331936885
2426->6377,2426,6377,1,"(3223,)",0.06,1,0.06,127.0,0.564,False,1321.44,4559.626390614657,757.997477400249,246.7858476796126,0.0,777.740345214618,0.58855517103661,0.43600000000000005,0.42333333333333334,0.6384247121161647,0.9185646110873177,0.5206505414102479,True,4,4,4,4,False,False,0,True,0.11771103420732201
8818->6391,8818,6391,1,"(16114,)",0.05,1,0.05,177.8,0.509,False,1101.2,3006.3793776303005,631.2064166501764,177.1358729299773,0.0,645.3772864845746,0.58606727795548,0.491,0.5926666666666667,0.6200705772401066,0.8731673183977073,0.563721238345136,True,4,4,4,4,False,False,0,True,0.117213455591096
5020->5019,5020,5019,1,"(8618,)",0.24,1,0.24,127.0,0.564,False,5285.76,4356.1132591054475,3033.5333255166897,759.7061523879901,0.0,3094.309817707729,0.5854049025509537,0.43600000000000005,0.42333333333333334,0.77438203544764,0.9135875638948782,0.5609400336904464,True,4,4,4,4,False,False,0,True,0.11708098051019074
6763->8756,6763,8756,1,"(12024,)",0.03,1,0.03,127.0,0.564,False,660.72,4748.1651364376385,372.670114109814,155.2649999615108,0.0,385.09131410673484,0.5828358670945859,0.43600000000000005,0.42333333333333334,0.5693011272274657,0.9229811162288223,0.5003551164577886,True,4,4,4,4,False,False,0,True,0.11656717341891719
10344->8811,10344,8811,1,"(19106,)",0.25,1,0.25,177.8,0.509,False,5506.0,2992.593726232819,3128.6237526949185,881.6181117481884,0.0,3199.1532016347737,0.5810303671694104,0.491,0.5926666666666667,0.7776638787848035,0.8726664021998405,0.6109491371887584,True,4,4,4,4,False,False,0,True,0.11620607343388208
12594->12589,12594,12589,1,"(26688,)",0.5,1,0.5,127.0,0.564,False,11012.0,4327.216722742916,6193.9497062098235,1572.2220759299266,0.0,6319.727472284218,0.5738946124486213,0.43600000000000005,0.42333333333333334,0.844721635051396,0.9128620933758473,0.5819693665196701,True,4,4,4,4,False,False,0,True,0.11477892248972427
2812->6916,2812,6916,1,"(4239,)",0.06,1,0.06,127.0,0.564,False,1321.44,4523.160121162802,736.9319975268545,244.81214228197013,0.0,756.5169689094121,0.572494376520623,0.43600000000000005,0.42333333333333334,0.6357023713922532,0.9176893499558874,0.5197463130799314,True,3,5,3,5,False,False,0,True,0.1144988753041246
10600->6955,10600,6955,1,"(20243,)",0.52,1,0.52,228.6,0.463,False,11452.48,1216.684801171237,6383.868699462162,926.582901488335,0.0,6457.995331581229,0.5638949233337434,0.5369999999999999,0.762,0.8468536050528966,0.7745952930928462,0.6718656108251535,True,4,4,4,4,False,False,0,True,0.11277898466674868
6866->10595,6866,10595,1,"(12113,)",0.27,1,0.27,228.6,0.463,False,5946.4800000000005,1280.8557769957133,3286.595117247478,619.0375970220283,0.0,3336.11812500924,0.5610240217757799,0.5369999999999999,0.762,0.7817928394376348,0.7801945783657757,0.6529073096678679,True,4,4,4,4,False,False,0,True,0.112204804355156
6130->4434,6130,4434,1,"(10826,)",0.55,1,0.55,127.0,0.564,False,12113.2,4654.3890940107285,6572.751320612233,2678.694011385055,0.0,6787.046841523037,0.5603017238651253,0.43600000000000005,0.42333333333333334,0.8517491230516996,0.920806779613633,0.5848720815435399,True,4,4,4,4,False,False,0,True,0.11206034477302507
2809->6927,2809,6927,1,"(4229,)",0.08,1,0.08,127.0,0.564,False,1761.92,4389.402714179838,957.9328988684827,287.06693750736144,0.0,980.8982538690716,0.5567212210935069,0.43600000000000005,0.42333333333333334,0.6612631579075225,0.9144173816790302,0.5270873522068265,True,3,3,3,3,False,False,0,True,0.11134424421870137
8997->6236,8997,6236,1,"(16587,)",0.24,1,0.24,177.8,0.509,False,5285.76,2922.590048953481,2874.1687693934273,826.5552272848277,0.0,2940.2931875762133,0.5562668731792993,0.491,0.5926666666666667,0.7693535916458956,0.870086609801182,0.6081980718072202,True,4,6,4,6,False,False,0,True,0.11125337463585988
6363->6367,6363,6367,1,"(11204,)",0.13,1,0.13,127.0,0.564,False,2863.12,4640.845880782987,1535.9167949946939,631.3035468546714,0.0,1586.4210787430675,0.5540882249933875,0.43600000000000005,0.42333333333333334,0.7085911134382478,0.9204891456634082,0.5418929152644818,True,3,4,3,4,False,False,0,True,0.11081764499867751
10595->6866,10595,6866,1,"(20219,)",0.27,1,0.27,228.6,0.463,False,5946.4800000000005,1261.4245736296311,3234.6209157341295,609.6464964352008,0.0,3283.3926354489454,0.5521573494653887,0.5369999999999999,0.762,0.7802237884786581,0.778529242341469,0.6522700607777443,True,4,4,4,4,False,False,0,True,0.11043146989307775
6391->8818,6391,8818,1,"(11304,)",0.05,1,0.05,177.8,0.509,False,1101.2,2900.071598728454,590.4265110607132,170.8722185970805,0.0,604.0962885484796,0.5485799932332724,0.491,0.5926666666666667,0.613568525366157,0.8692436076964688,0.5613782517128274,True,4,4,4,4,False,False,0,True,0.10971599864665449
8757->8758,8757,8758,1,"(15939,)",0.16,1,0.16,127.0,0.564,False,3523.84,4501.573421188687,1876.3259093278625,672.9209182759774,0.0,1930.1595827899407,0.5477432524717185,0.43600000000000005,0.42333333333333334,0.7279024513391396,0.9171678969681323,0.5473541917652218,True,4,3,4,3,False,False,0,True,0.1095486504943437
7020->10358,7020,10358,1,"(12407,)",0.62,1,0.62,127.0,0.564,False,13654.88,4482.43219307505,7162.0079100690455,2596.480865211531,0.0,7369.726379285968,0.5397137418480402,0.43600000000000005,0.42333333333333334,0.8598627275018318,0.9167034218328945,0.5868958271005056,True,4,4,4,4,False,False,0,True,0.10794274836960804
10550->5024,10550,5024,1,"(20002,)",0.53,1,0.53,127.0,0.564,False,11672.720000000001,4344.933340996732,6143.013154347242,1882.5509933203596,0.0,6293.617233812871,0.5391731519142814,0.43600000000000005,0.42333333333333334,0.8443138073942676,0.9133074554179998,0.5818915544267469,True,4,4,4,4,False,False,0,True,0.10783463038285629
6145->10576,6145,10576,1,"(10860,)",0.51,1,0.51,127.0,0.564,False,11232.24,4589.524137422652,5769.969090709243,2449.2638092735224,0.0,5965.910195451124,0.5311416240617298,0.43600000000000005,0.42333333333333334,0.8390462537052101,0.9192770096021661,0.5809082437384463,True,4,4,4,4,False,False,0,True,0.10622832481234597
12323->12322,12323,12322,1,"(25801,)",0.23,1,0.23,88.9,0.637,False,5065.52,5916.901116245431,2597.838735403349,1058.5758732757095,0.0,2682.5248052654056,0.5295655342917224,0.363,0.29633333333333334,0.7603173089547033,0.9469681779618229,0.50910867714926,True,4,4,4,4,False,False,0,True,0.10591310685834449
10566->4430,10566,4430,1,"(20075,)",0.17,1,0.17,127.0,0.564,False,3744.0800000000004,4411.250733208556,1915.204395728085,676.4729055422446,0.0,1969.3222281714645,0.525982945923021,0.43600000000000005,0.42333333333333334,0.7298804288905333,0.9149585820086129,0.547726653534688,True,4,3,4,3,False,False,0,True,0.1051965891846042
10351->12758,10351,12758,1,"(19138,)",0.07,1,0.07,127.0,0.564,False,1541.68,4443.004512155398,783.9064854818547,290.5724950949631,0.0,807.1522850894518,0.523553710944847,0.43600000000000005,0.42333333333333334,0.642077211918243,0.9157404003468838,0.521463870276828,True,4,4,4,4,False,False,0,True,0.10471074218896942
11078->12438,11078,12438,1,"(22403,)",0.2,1,0.2,63.5,0.637,False,4404.8,6007.375765248963,2252.2919425109644,670.9776623954997,0.0,2305.9701555026045,0.5235130211366247,0.363,0.21166666666666667,0.7454211269434261,0.9486223818992815,0.4878719096062893,True,4,4,3,3,False,False,0,True,0.10470260422732494
8787->5805,8787,5805,1,"(16034,)",0.05,1,0.05,127.0,0.564,False,1101.2,4442.085453457638,559.5284473974049,207.50884904009254,0.0,576.1291553206123,0.5231830324378971,0.43600000000000005,0.42333333333333334,0.608906302604025,0.9157178505635165,0.5115103425042258,True,4,4,4,4,False,False,0,True,0.10463660648757943
6367->6363,6367,6363,1,"(11214,)",0.13,1,0.13,127.0,0.564,False,2863.12,4565.78152966073,1441.5422175944075,621.0923930428086,0.0,1491.2296090378322,0.5208407642843584,0.43600000000000005,0.42333333333333334,0.7024985609553456,0.9187116557188065,0.539887400525151,True,4,3,4,3,False,False,0,True,0.1041681528568717
2051->2050,2051,2050,1,"(2243,)",0.12,1,0.12,127.0,0.564,False,2642.88,4607.7692643168175,1319.8968231016468,602.6962197726398,0.0,1368.112520683458,0.5176597199583249,0.43600000000000005,0.42333333333333334,0.6940149427487986,0.919709475320817,0.537442097023388,True,4,4,4,4,False,False,0,True,0.10353194399166499
2040->7167,2040,7167,1,"(2215,)",0.12,1,0.12,127.0,0.564,False,2642.88,4278.832482398893,1325.3690932936486,419.75346652333144,0.0,1358.9493706155151,0.5141926120805769,0.43600000000000005,0.42333333333333334,0.693353339873409,0.9116364546933641,0.5364363140980257,True,3,5,3,5,False,False,0,True,0.10283852241611538
10909->12660,10909,12660,1,"(21650,)",0.69,1,0.69,127.0,0.564,False,15196.56,4160.916477861259,7619.826147856034,2086.2835219996355,0.0,7786.728829616005,0.5124007558036823,0.43600000000000005,0.42333333333333334,0.8652847034955307,0.9085904731371889,0.5877111250290448,True,3,4,3,4,False,False,0,True,0.10248015116073646
10582->6261,10582,6261,1,"(20154,)",0.43,1,0.43,177.8,0.509,False,9470.32,2680.4718942424993,4735.76907555535,1212.7029236387548,0.0,4832.785309446451,0.5103085544571304,0.491,0.5926666666666667,0.8182975289838135,0.8606617265918236,0.6219387646876597,True,4,3,4,3,False,False,0,True,0.10206171089142609
8371->4431,8371,4431,1,"(15353,)",0.5,1,0.5,203.2,0.463,False,11012.0,1878.86180366969,5446.450795861915,1375.8392571417592,0.0,5556.517936433256,0.5045875350920138,0.5369999999999999,0.6773333333333333,0.8320435239662299,0.8219393472223776,0.6552236585787734,True,4,4,4,4,False,False,0,True,0.10091750701840277
6377->2425,6377,2425,1,"(11254,)",0.05,1,0.05,127.0,0.564,False,1101.2,4249.330765747775,540.5101003831177,173.69139504994035,0.0,554.4054119871129,0.5034556955930919,0.43600000000000005,0.42333333333333334,0.6051262242136521,0.9108823174726447,0.5098927656780268,True,4,4,4,4,False,False,0,True,0.10069113911861838
5884->10566,5884,10566,1,"(10446,)",0.57,1,0.57,127.0,0.564,False,12553.679999999998,4341.456767046805,6085.640804860295,2232.287246372011,0.0,6264.2237845700565,0.4989950185579095,0.43600000000000005,0.42333333333333334,0.8438526687262123,0.9132202043238126,0.5817444877169117,True,4,4,4,4,False,False,0,True,0.0997990037115819
10910->12660,10910,12660,1,"(21654,)",0.75,1,0.75,127.0,0.564,False,16518.0,4159.556419888527,7955.837792721451,2400.3087340650854,0.0,8147.862491446657,0.49327173334826596,0.43600000000000005,0.42333333333333334,0.8697506264634601,0.9085548392061972,0.5890473385263244,True,3,4,3,4,False,False,0,True,0.0986543466696532
8796->5930,8796,5930,1,"(16065,)",0.06,1,0.06,127.0,0.564,False,1321.44,4325.627988580248,632.8468360109387,234.1208858922606,0.0,651.5765068823196,0.49308065964578,0.43600000000000005,0.42333333333333334,0.6210109737515576,0.9128220665954201,0.514852165451676,True,4,4,4,4,False,False,0,True,0.09861613192915601
